name,wikiLink,inCategory,addToThisList,listLink
Myriam Trépanier,https://en.wikipedia.org/wiki/Myriam_Trépanier,LGBT sportspeople,List of LGBT sportspeople,https://en.wikipedia.org/wiki/List_of_LGBT_sportspeople
Karen Trines,https://en.wikipedia.org/wiki/Karen_Trines,LGBT sportspeople,List of LGBT sportspeople,https://en.wikipedia.org/wiki/List_of_LGBT_sportspeople
Karolina Urban,https://en.wikipedia.org/wiki/Karolina_Urban,LGBT sportspeople,List of LGBT sportspeople,https://en.wikipedia.org/wiki/List_of_LGBT_sportspeople
Christopher Voth,https://en.wikipedia.org/wiki/Christopher_Voth,LGBT sportspeople,List of LGBT sportspeople,https://en.wikipedia.org/wiki/List_of_LGBT_sportspeople
Kaitlyn Weaver,https://en.wikipedia.org/wiki/Kaitlyn_Weaver,LGBT sportspeople,List of LGBT sportspeople,https://en.wikipedia.org/wiki/List_of_LGBT_sportspeople
David Wilson (figure skating),https://en.wikipedia.org/wiki/David_Wilson_(figure_skating),LGBT sportspeople,List of LGBT sportspeople,https://en.wikipedia.org/wiki/List_of_LGBT_sportspeople
Alexandra Benado,https://en.wikipedia.org/wiki/Alexandra_Benado,LGBT sportspeople,List of LGBT sportspeople,https://en.wikipedia.org/wiki/List_of_LGBT_sportspeople
Christiane Endler,https://en.wikipedia.org/wiki/Christiane_Endler,LGBT sportspeople,List of LGBT sportspeople,https://en.wikipedia.org/wiki/List_of_LGBT_sportspeople
Su Helen Galaz,https://en.wikipedia.org/wiki/Su_Helen_Galaz,LGBT sportspeople,List of LGBT sportspeople,https://en.wikipedia.org/wiki/List_of_LGBT_sportspeople
Nayadet López,https://en.wikipedia.org/wiki/Nayadet_López,LGBT sportspeople,List of LGBT sportspeople,https://en.wikipedia.org/wiki/List_of_LGBT_sportspeople
María José Rojas,https://en.wikipedia.org/wiki/María_José_Rojas,LGBT sportspeople,List of LGBT sportspeople,https://en.wikipedia.org/wiki/List_of_LGBT_sportspeople
Kang Jiaqi,https://en.wikipedia.org/wiki/Kang_Jiaqi,LGBT sportspeople,List of LGBT sportspeople,https://en.wikipedia.org/wiki/List_of_LGBT_sportspeople
"Li Ying (footballer, born 1993)",https://en.wikipedia.org/wiki/Li_Ying_(footballer_born_1993),LGBT sportspeople,List of LGBT sportspeople,https://en.wikipedia.org/wiki/List_of_LGBT_sportspeople
Yoreli Rincón,https://en.wikipedia.org/wiki/Yoreli_Rincón,LGBT sportspeople,List of LGBT sportspeople,https://en.wikipedia.org/wiki/List_of_LGBT_sportspeople
Zdeněk Koubek,https://en.wikipedia.org/wiki/Zdeněk_Koubek,LGBT sportspeople,List of LGBT sportspeople,https://en.wikipedia.org/wiki/List_of_LGBT_sportspeople
Aneta Lédlová,https://en.wikipedia.org/wiki/Aneta_Lédlová,LGBT sportspeople,List of LGBT sportspeople,https://en.wikipedia.org/wiki/List_of_LGBT_sportspeople
Lucie Voňková,https://en.wikipedia.org/wiki/Lucie_Voňková,LGBT sportspeople,List of LGBT sportspeople,https://en.wikipedia.org/wiki/List_of_LGBT_sportspeople
Barbora Votíková,https://en.wikipedia.org/wiki/Barbora_Votíková,LGBT sportspeople,List of LGBT sportspeople,https://en.wikipedia.org/wiki/List_of_LGBT_sportspeople
Camilla Andersen,https://en.wikipedia.org/wiki/Camilla_Andersen,LGBT sportspeople,List of LGBT sportspeople,https://en.wikipedia.org/wiki/List_of_LGBT_sportspeople
Cecilie Breil Kramer,https://en.wikipedia.org/wiki/Cecilie_Breil_Kramer,LGBT sportspeople,List of LGBT sportspeople,https://en.wikipedia.org/wiki/List_of_LGBT_sportspeople
Cathrine Dufour,https://en.wikipedia.org/wiki/Cathrine_Dufour,LGBT sportspeople,List of LGBT sportspeople,https://en.wikipedia.org/wiki/List_of_LGBT_sportspeople
Mette Gravholt,https://en.wikipedia.org/wiki/Mette_Gravholt,LGBT sportspeople,List of LGBT sportspeople,https://en.wikipedia.org/wiki/List_of_LGBT_sportspeople
Pernille Harder (footballer),https://en.wikipedia.org/wiki/Pernille_Harder_(footballer),LGBT sportspeople,List of LGBT sportspeople,https://en.wikipedia.org/wiki/List_of_LGBT_sportspeople
Kristina Kristiansen,https://en.wikipedia.org/wiki/Kristina_Kristiansen,LGBT sportspeople,List of LGBT sportspeople,https://en.wikipedia.org/wiki/List_of_LGBT_sportspeople
Maiken Pape,https://en.wikipedia.org/wiki/Maiken_Pape,LGBT sportspeople,List of LGBT sportspeople,https://en.wikipedia.org/wiki/List_of_LGBT_sportspeople
Katrine Pedersen,https://en.wikipedia.org/wiki/Katrine_Pedersen,LGBT sportspeople,List of LGBT sportspeople,https://en.wikipedia.org/wiki/List_of_LGBT_sportspeople
Francilla Agar,https://en.wikipedia.org/wiki/Francilla_Agar,LGBT sportspeople,List of LGBT sportspeople,https://en.wikipedia.org/wiki/List_of_LGBT_sportspeople
Elina Gustafsson,https://en.wikipedia.org/wiki/Elina_Gustafsson,LGBT sportspeople,List of LGBT sportspeople,https://en.wikipedia.org/wiki/List_of_LGBT_sportspeople
Tinja-Riikka Korpela,https://en.wikipedia.org/wiki/Tinja-Riikka_Korpela,LGBT sportspeople,List of LGBT sportspeople,https://en.wikipedia.org/wiki/List_of_LGBT_sportspeople
Matilda Nilsson,https://en.wikipedia.org/wiki/Matilda_Nilsson,LGBT sportspeople,List of LGBT sportspeople,https://en.wikipedia.org/wiki/List_of_LGBT_sportspeople
Pierre Brésolles,https://en.wikipedia.org/wiki/Pierre_Brésolles,LGBT sportspeople,List of LGBT sportspeople,https://en.wikipedia.org/wiki/List_of_LGBT_sportspeople
Léon Caurla,https://en.wikipedia.org/wiki/Léon_Caurla,LGBT sportspeople,List of LGBT sportspeople,https://en.wikipedia.org/wiki/List_of_LGBT_sportspeople
Sandra Forgues,https://en.wikipedia.org/wiki/Sandra_Forgues,LGBT sportspeople,List of LGBT sportspeople,https://en.wikipedia.org/wiki/List_of_LGBT_sportspeople
Jessica Harrison (triathlete),https://en.wikipedia.org/wiki/Jessica_Harrison_(triathlete),LGBT sportspeople,List of LGBT sportspeople,https://en.wikipedia.org/wiki/List_of_LGBT_sportspeople
Mélanie Henique,https://en.wikipedia.org/wiki/Mélanie_Henique,LGBT sportspeople,List of LGBT sportspeople,https://en.wikipedia.org/wiki/List_of_LGBT_sportspeople
Casey Legler,https://en.wikipedia.org/wiki/Casey_Legler,LGBT sportspeople,List of LGBT sportspeople,https://en.wikipedia.org/wiki/List_of_LGBT_sportspeople
Amandine Leynaud,https://en.wikipedia.org/wiki/Amandine_Leynaud,LGBT sportspeople,List of LGBT sportspeople,https://en.wikipedia.org/wiki/List_of_LGBT_sportspeople
Nathalie Maillet,https://en.wikipedia.org/wiki/Nathalie_Maillet,LGBT sportspeople,List of LGBT sportspeople,https://en.wikipedia.org/wiki/List_of_LGBT_sportspeople
Laurence Manfredi,https://en.wikipedia.org/wiki/Laurence_Manfredi,LGBT sportspeople,List of LGBT sportspeople,https://en.wikipedia.org/wiki/List_of_LGBT_sportspeople
Violette Morris,https://en.wikipedia.org/wiki/Violette_Morris,LGBT sportspeople,List of LGBT sportspeople,https://en.wikipedia.org/wiki/List_of_LGBT_sportspeople
Carole Péon,https://en.wikipedia.org/wiki/Carole_Péon,LGBT sportspeople,List of LGBT sportspeople,https://en.wikipedia.org/wiki/List_of_LGBT_sportspeople
Marinette Pichon,https://en.wikipedia.org/wiki/Marinette_Pichon,LGBT sportspeople,List of LGBT sportspeople,https://en.wikipedia.org/wiki/List_of_LGBT_sportspeople
Hélène van Zuylen,https://en.wikipedia.org/wiki/Hélène_van_Zuylen,LGBT sportspeople,List of LGBT sportspeople,https://en.wikipedia.org/wiki/List_of_LGBT_sportspeople
Jolyn Beer,https://en.wikipedia.org/wiki/Jolyn_Beer,LGBT sportspeople,List of LGBT sportspeople,https://en.wikipedia.org/wiki/List_of_LGBT_sportspeople
Sara Doorsoun,https://en.wikipedia.org/wiki/Sara_Doorsoun,LGBT sportspeople,List of LGBT sportspeople,https://en.wikipedia.org/wiki/List_of_LGBT_sportspeople
Ulrike Folkerts,https://en.wikipedia.org/wiki/Ulrike_Folkerts,LGBT sportspeople,List of LGBT sportspeople,https://en.wikipedia.org/wiki/List_of_LGBT_sportspeople
Jasmin Grabowski,https://en.wikipedia.org/wiki/Jasmin_Grabowski,LGBT sportspeople,List of LGBT sportspeople,https://en.wikipedia.org/wiki/List_of_LGBT_sportspeople
Katharina Lindner,https://en.wikipedia.org/wiki/Katharina_Lindner,LGBT sportspeople,List of LGBT sportspeople,https://en.wikipedia.org/wiki/List_of_LGBT_sportspeople
Michael Mronz,https://en.wikipedia.org/wiki/Michael_Mronz,LGBT sportspeople,List of LGBT sportspeople,https://en.wikipedia.org/wiki/List_of_LGBT_sportspeople
Nadine Müller (athlete),https://en.wikipedia.org/wiki/Nadine_Müller_(athlete),LGBT sportspeople,List of LGBT sportspeople,https://en.wikipedia.org/wiki/List_of_LGBT_sportspeople
Babett Peter,https://en.wikipedia.org/wiki/Babett_Peter,LGBT sportspeople,List of LGBT sportspeople,https://en.wikipedia.org/wiki/List_of_LGBT_sportspeople
Heinrich Ratjen,https://en.wikipedia.org/wiki/Heinrich_Ratjen,LGBT sportspeople,List of LGBT sportspeople,https://en.wikipedia.org/wiki/List_of_LGBT_sportspeople
Guenter Seidel,https://en.wikipedia.org/wiki/Guenter_Seidel,LGBT sportspeople,List of LGBT sportspeople,https://en.wikipedia.org/wiki/List_of_LGBT_sportspeople
Katarina Waters,https://en.wikipedia.org/wiki/Katarina_Waters,LGBT sportspeople,List of LGBT sportspeople,https://en.wikipedia.org/wiki/List_of_LGBT_sportspeople
Eleni Daniilidou,https://en.wikipedia.org/wiki/Eleni_Daniilidou,LGBT sportspeople,List of LGBT sportspeople,https://en.wikipedia.org/wiki/List_of_LGBT_sportspeople
Ioannis Melissanidis,https://en.wikipedia.org/wiki/Ioannis_Melissanidis,LGBT sportspeople,List of LGBT sportspeople,https://en.wikipedia.org/wiki/List_of_LGBT_sportspeople
Edda Garðarsdóttir,https://en.wikipedia.org/wiki/Edda_Garðarsdóttir,LGBT sportspeople,List of LGBT sportspeople,https://en.wikipedia.org/wiki/List_of_LGBT_sportspeople
Gunnhildur Yrsa Jónsdóttir,https://en.wikipedia.org/wiki/Gunnhildur_Yrsa_Jónsdóttir,LGBT sportspeople,List of LGBT sportspeople,https://en.wikipedia.org/wiki/List_of_LGBT_sportspeople
Ólína Guðbjörg Viðarsdóttir,https://en.wikipedia.org/wiki/Ólína_Guðbjörg_Viðarsdóttir,LGBT sportspeople,List of LGBT sportspeople,https://en.wikipedia.org/wiki/List_of_LGBT_sportspeople
Pinki Pramanik,https://en.wikipedia.org/wiki/Pinki_Pramanik,LGBT sportspeople,List of LGBT sportspeople,https://en.wikipedia.org/wiki/List_of_LGBT_sportspeople
Ailish Considine,https://en.wikipedia.org/wiki/Ailish_Considine,LGBT sportspeople,List of LGBT sportspeople,https://en.wikipedia.org/wiki/List_of_LGBT_sportspeople
Aoife Cooke,https://en.wikipedia.org/wiki/Aoife_Cooke,LGBT sportspeople,List of LGBT sportspeople,https://en.wikipedia.org/wiki/List_of_LGBT_sportspeople
Conor Cusack,https://en.wikipedia.org/wiki/Conor_Cusack,LGBT sportspeople,List of LGBT sportspeople,https://en.wikipedia.org/wiki/List_of_LGBT_sportspeople
Dónal Óg Cusack,https://en.wikipedia.org/wiki/Dónal_Óg_Cusack,LGBT sportspeople,List of LGBT sportspeople,https://en.wikipedia.org/wiki/List_of_LGBT_sportspeople
Jack Dunne (rugby union),https://en.wikipedia.org/wiki/Jack_Dunne_(rugby_union),LGBT sportspeople,List of LGBT sportspeople,https://en.wikipedia.org/wiki/List_of_LGBT_sportspeople
David Gough,https://en.wikipedia.org/wiki/David_Gough,LGBT sportspeople,List of LGBT sportspeople,https://en.wikipedia.org/wiki/List_of_LGBT_sportspeople
Siobhán Killeen,https://en.wikipedia.org/wiki/Siobhán_Killeen,LGBT sportspeople,List of LGBT sportspeople,https://en.wikipedia.org/wiki/List_of_LGBT_sportspeople
Vivien Mitchell,https://en.wikipedia.org/wiki/Vivien_Mitchell,LGBT sportspeople,List of LGBT sportspeople,https://en.wikipedia.org/wiki/List_of_LGBT_sportspeople
Kylie Murphy,https://en.wikipedia.org/wiki/Kylie_Murphy,LGBT sportspeople,List of LGBT sportspeople,https://en.wikipedia.org/wiki/List_of_LGBT_sportspeople
Joy Neville,https://en.wikipedia.org/wiki/Joy_Neville,LGBT sportspeople,List of LGBT sportspeople,https://en.wikipedia.org/wiki/List_of_LGBT_sportspeople
Anna Nolan,https://en.wikipedia.org/wiki/Anna_Nolan,LGBT sportspeople,List of LGBT sportspeople,https://en.wikipedia.org/wiki/List_of_LGBT_sportspeople
Orla O'Doherty,https://en.wikipedia.org/wiki/Orla_O'Doherty,LGBT sportspeople,List of LGBT sportspeople,https://en.wikipedia.org/wiki/List_of_LGBT_sportspeople
Lindsay Peat,https://en.wikipedia.org/wiki/Lindsay_Peat,LGBT sportspeople,List of LGBT sportspeople,https://en.wikipedia.org/wiki/List_of_LGBT_sportspeople
Nikki Symmons,https://en.wikipedia.org/wiki/Nikki_Symmons,LGBT sportspeople,List of LGBT sportspeople,https://en.wikipedia.org/wiki/List_of_LGBT_sportspeople
Michaela Walsh (athlete),https://en.wikipedia.org/wiki/Michaela_Walsh_(athlete),LGBT sportspeople,List of LGBT sportspeople,https://en.wikipedia.org/wiki/List_of_LGBT_sportspeople
Jack Woolley (taekwondo),https://en.wikipedia.org/wiki/Jack_Woolley_(taekwondo),LGBT sportspeople,List of LGBT sportspeople,https://en.wikipedia.org/wiki/List_of_LGBT_sportspeople
David Gough,https://en.wikipedia.org/wiki/David_Gough,LGBT sportspeople,List of LGBT sportspeople,https://en.wikipedia.org/wiki/List_of_LGBT_sportspeople
Siobhán Killeen,https://en.wikipedia.org/wiki/Siobhán_Killeen,LGBT sportspeople,List of LGBT sportspeople,https://en.wikipedia.org/wiki/List_of_LGBT_sportspeople
Lindsay Peat,https://en.wikipedia.org/wiki/Lindsay_Peat,LGBT sportspeople,List of LGBT sportspeople,https://en.wikipedia.org/wiki/List_of_LGBT_sportspeople
Conor Cusack,https://en.wikipedia.org/wiki/Conor_Cusack,LGBT sportspeople,List of LGBT sportspeople,https://en.wikipedia.org/wiki/List_of_LGBT_sportspeople
Dónal Óg Cusack,https://en.wikipedia.org/wiki/Dónal_Óg_Cusack,LGBT sportspeople,List of LGBT sportspeople,https://en.wikipedia.org/wiki/List_of_LGBT_sportspeople
Raz Hershko,https://en.wikipedia.org/wiki/Raz_Hershko,LGBT sportspeople,List of LGBT sportspeople,https://en.wikipedia.org/wiki/List_of_LGBT_sportspeople
Silvi Jan,https://en.wikipedia.org/wiki/Silvi_Jan,LGBT sportspeople,List of LGBT sportspeople,https://en.wikipedia.org/wiki/List_of_LGBT_sportspeople
Tzipora Obziler,https://en.wikipedia.org/wiki/Tzipora_Obziler,LGBT sportspeople,List of LGBT sportspeople,https://en.wikipedia.org/wiki/List_of_LGBT_sportspeople
Moran Samuel,https://en.wikipedia.org/wiki/Moran_Samuel,LGBT sportspeople,List of LGBT sportspeople,https://en.wikipedia.org/wiki/List_of_LGBT_sportspeople
Cece Telfer,https://en.wikipedia.org/wiki/Cece_Telfer,LGBT sportspeople,List of LGBT sportspeople,https://en.wikipedia.org/wiki/List_of_LGBT_sportspeople
"Asuka (wrestler, born 1998)",https://en.wikipedia.org/wiki/Asuka_(wrestler_born_1998),LGBT sportspeople,List of LGBT sportspeople,https://en.wikipedia.org/wiki/List_of_LGBT_sportspeople
Shindo Go,https://en.wikipedia.org/wiki/Shindo_Go,LGBT sportspeople,List of LGBT sportspeople,https://en.wikipedia.org/wiki/List_of_LGBT_sportspeople
Raasin McIntosh,https://en.wikipedia.org/wiki/Raasin_McIntosh,LGBT sportspeople,List of LGBT sportspeople,https://en.wikipedia.org/wiki/List_of_LGBT_sportspeople
Jessica Aguilar,https://en.wikipedia.org/wiki/Jessica_Aguilar,LGBT sportspeople,List of LGBT sportspeople,https://en.wikipedia.org/wiki/List_of_LGBT_sportspeople
Rebeca Bernal,https://en.wikipedia.org/wiki/Rebeca_Bernal,LGBT sportspeople,List of LGBT sportspeople,https://en.wikipedia.org/wiki/List_of_LGBT_sportspeople
Christina Burkenroad,https://en.wikipedia.org/wiki/Christina_Burkenroad,LGBT sportspeople,List of LGBT sportspeople,https://en.wikipedia.org/wiki/List_of_LGBT_sportspeople
Cassandro,https://en.wikipedia.org/wiki/Cassandro,LGBT sportspeople,List of LGBT sportspeople,https://en.wikipedia.org/wiki/List_of_LGBT_sportspeople
Rut Castillo,https://en.wikipedia.org/wiki/Rut_Castillo,LGBT sportspeople,List of LGBT sportspeople,https://en.wikipedia.org/wiki/List_of_LGBT_sportspeople
Luz Duarte,https://en.wikipedia.org/wiki/Luz_Duarte,LGBT sportspeople,List of LGBT sportspeople,https://en.wikipedia.org/wiki/List_of_LGBT_sportspeople
Pasión Kristal,https://en.wikipedia.org/wiki/Pasión_Kristal,LGBT sportspeople,List of LGBT sportspeople,https://en.wikipedia.org/wiki/List_of_LGBT_sportspeople
Verónica Pérez,https://en.wikipedia.org/wiki/Verónica_Pérez,LGBT sportspeople,List of LGBT sportspeople,https://en.wikipedia.org/wiki/List_of_LGBT_sportspeople
Nayeli Rangel,https://en.wikipedia.org/wiki/Nayeli_Rangel,LGBT sportspeople,List of LGBT sportspeople,https://en.wikipedia.org/wiki/List_of_LGBT_sportspeople
Ricardo del Real,https://en.wikipedia.org/wiki/Ricardo_del_Real,LGBT sportspeople,List of LGBT sportspeople,https://en.wikipedia.org/wiki/List_of_LGBT_sportspeople
Liliana Rodríguez,https://en.wikipedia.org/wiki/Liliana_Rodríguez,LGBT sportspeople,List of LGBT sportspeople,https://en.wikipedia.org/wiki/List_of_LGBT_sportspeople
Dyanne Bito,https://en.wikipedia.org/wiki/Dyanne_Bito,LGBT sportspeople,List of LGBT sportspeople,https://en.wikipedia.org/wiki/List_of_LGBT_sportspeople
Foekje Dillema,https://en.wikipedia.org/wiki/Foekje_Dillema,LGBT sportspeople,List of LGBT sportspeople,https://en.wikipedia.org/wiki/List_of_LGBT_sportspeople
Nathalie Geeris,https://en.wikipedia.org/wiki/Nathalie_Geeris,LGBT sportspeople,List of LGBT sportspeople,https://en.wikipedia.org/wiki/List_of_LGBT_sportspeople
Natalie van Gogh,https://en.wikipedia.org/wiki/Natalie_van_Gogh,LGBT sportspeople,List of LGBT sportspeople,https://en.wikipedia.org/wiki/List_of_LGBT_sportspeople
Claudia van den Heiligenberg,https://en.wikipedia.org/wiki/Claudia_van_den_Heiligenberg,LGBT sportspeople,List of LGBT sportspeople,https://en.wikipedia.org/wiki/List_of_LGBT_sportspeople
Richèl Hogenkamp,https://en.wikipedia.org/wiki/Richèl_Hogenkamp,LGBT sportspeople,List of LGBT sportspeople,https://en.wikipedia.org/wiki/List_of_LGBT_sportspeople
Marleen van Iersel,https://en.wikipedia.org/wiki/Marleen_van_Iersel,LGBT sportspeople,List of LGBT sportspeople,https://en.wikipedia.org/wiki/List_of_LGBT_sportspeople
Lisa Malaihollo,https://en.wikipedia.org/wiki/Lisa_Malaihollo,LGBT sportspeople,List of LGBT sportspeople,https://en.wikipedia.org/wiki/List_of_LGBT_sportspeople
Rowena Ondaan,https://en.wikipedia.org/wiki/Rowena_Ondaan,LGBT sportspeople,List of LGBT sportspeople,https://en.wikipedia.org/wiki/List_of_LGBT_sportspeople
Germaine de Randamie,https://en.wikipedia.org/wiki/Germaine_de_Randamie,LGBT sportspeople,List of LGBT sportspeople,https://en.wikipedia.org/wiki/List_of_LGBT_sportspeople
Shanice van de Sanden,https://en.wikipedia.org/wiki/Shanice_van_de_Sanden,LGBT sportspeople,List of LGBT sportspeople,https://en.wikipedia.org/wiki/List_of_LGBT_sportspeople
Demi Schuurs,https://en.wikipedia.org/wiki/Demi_Schuurs,LGBT sportspeople,List of LGBT sportspeople,https://en.wikipedia.org/wiki/List_of_LGBT_sportspeople
Guusje Steenhuis,https://en.wikipedia.org/wiki/Guusje_Steenhuis,LGBT sportspeople,List of LGBT sportspeople,https://en.wikipedia.org/wiki/List_of_LGBT_sportspeople
Arjen Teeuwissen,https://en.wikipedia.org/wiki/Arjen_Teeuwissen,LGBT sportspeople,List of LGBT sportspeople,https://en.wikipedia.org/wiki/List_of_LGBT_sportspeople
Marieke van der Wal,https://en.wikipedia.org/wiki/Marieke_van_der_Wal,LGBT sportspeople,List of LGBT sportspeople,https://en.wikipedia.org/wiki/List_of_LGBT_sportspeople
Freda Du Faur,https://en.wikipedia.org/wiki/Freda_Du_Faur,LGBT sportspeople,List of LGBT sportspeople,https://en.wikipedia.org/wiki/List_of_LGBT_sportspeople
Katie Duncan,https://en.wikipedia.org/wiki/Katie_Duncan,LGBT sportspeople,List of LGBT sportspeople,https://en.wikipedia.org/wiki/List_of_LGBT_sportspeople
Grace Gooder,https://en.wikipedia.org/wiki/Grace_Gooder,LGBT sportspeople,List of LGBT sportspeople,https://en.wikipedia.org/wiki/List_of_LGBT_sportspeople
Maddy Green,https://en.wikipedia.org/wiki/Maddy_Green,LGBT sportspeople,List of LGBT sportspeople,https://en.wikipedia.org/wiki/List_of_LGBT_sportspeople
Emma Humphries,https://en.wikipedia.org/wiki/Emma_Humphries,LGBT sportspeople,List of LGBT sportspeople,https://en.wikipedia.org/wiki/List_of_LGBT_sportspeople
Hayley Jensen (cricketer),https://en.wikipedia.org/wiki/Hayley_Jensen_(cricketer),LGBT sportspeople,List of LGBT sportspeople,https://en.wikipedia.org/wiki/List_of_LGBT_sportspeople
