QID,Name,link,sex/gender,sex/gender reference,sexual orientation,sexual orientation reference,pronounsEn,pronouns reference
Q26255101,Jessy Dubai,https://en.wikipedia.org/wiki/Jessy_Dubai,transgender female,,,,,
Q63699104,Tokyo Stylez,https://en.wikipedia.org/wiki/Tokyo_Stylez,transgender female,,,,,
Q4897550,Beth Jeans Houghton,https://en.wikipedia.org/wiki/Beth_Jeans_Houghton,non-binary,,,,,
Q16734565,Everest Pipkin,https://en.wikipedia.org/wiki/Everest_Pipkin,non-binary,,,,they/them,
Q23948723,Shiki Aoki,https://en.wikipedia.org/wiki/Shiki_Aoki,transgender male,,pansexuality,,,
Q30930415,Mulher Pepita,https://en.wikipedia.org/wiki/Mulher_Pepita,transgender female,,,,,
Q49561413,Jerry Paper,https://en.wikipedia.org/wiki/Jerry_Paper,non-binary,,,,they/them,
Q72868983,K.r.m. Mooney,https://en.wikipedia.org/wiki/K.r.m._Mooney,non-binary,,,,,
Q86450453,Sorour Darabi,https://en.wikipedia.org/wiki/Sorour_Darabi,non-binary,,,,,
Q88654001,Miiko Toiviainen,https://en.wikipedia.org/wiki/Miiko_Toiviainen,transgender male,,,,,
Q99434698,Antonella Lerca Duda,https://en.wikipedia.org/wiki/Antonella_Lerca_Duda,transgender female,,,,,
Q99772980,Cyrée Jarelle Johnson,https://en.wikipedia.org/wiki/Cyrée_Jarelle_Johnson,transmasculine,,gay,,,
Q101535807,Arielle Keil,https://en.wikipedia.org/wiki/Arielle_Keil,transgender female,,,,,
Q104586525,Naomie Pieter,https://en.wikipedia.org/wiki/Naomie_Pieter,genderqueer,,,,,
Q105478758,Paperboy Prince,https://en.wikipedia.org/wiki/Paperboy_Prince,non-binary,,,,they/them,
Q105906250,Len,https://en.wikipedia.org/wiki/Len,bigender,,,,,
Q107359013,Oli London,https://en.wikipedia.org/wiki/Oli_London,non-binary,,,,,
Q24579375,Kendra Sinclaire,https://en.wikipedia.org/wiki/Kendra_Sinclaire,transgender female,,,,,
Q6574985,Tessa Violet,https://en.wikipedia.org/wiki/Tessa_Violet,cisgender female,,heterosexuality,,,
Q26702590,Mao Sugiyama,https://en.wikipedia.org/wiki/Mao_Sugiyama,agender,,,,,
Q28466344,Bruna Butterfly,https://en.wikipedia.org/wiki/Bruna_Butterfly,transgender female,,,,,
Q42297595,Ines Rau,https://en.wikipedia.org/wiki/Ines_Rau,transgender female,,,,,
Q62435071,Yuhua Hamasaki,https://en.wikipedia.org/wiki/Yuhua_Hamasaki,non-binary,,,,,
Q41520362,Leyna Bloom,https://en.wikipedia.org/wiki/Leyna_Bloom,transgender female,,,,,
Q65923004,Brandon Kelley,https://en.wikipedia.org/wiki/Brandon_Kelley,non-binary,,,,they/them,
Q2550291,Valentijn de Hingh,https://en.wikipedia.org/wiki/Valentijn_de_Hingh,transgender female,,,,,
Q7027737,Varien,https://en.wikipedia.org/wiki/Varien,transgender female,,,,,
Q57586387,Bethany C. Meyers,https://en.wikipedia.org/wiki/Bethany_C._Meyers,non-binary,,,,they/them,
Q61732170,Lee Mandelo,https://en.wikipedia.org/wiki/Lee_Mandelo,transmasculine,,,,they/them,
Q54994240,Gia Gunn,https://en.wikipedia.org/wiki/Gia_Gunn,transgender female,,,,,
Q56283973,Shin Thant,https://en.wikipedia.org/wiki/Shin_Thant,transgender female,,,,,
Q31189831,Çağla Akalın,https://en.wikipedia.org/wiki/Çağla_Akalın,transgender female,,,,,
Q262772,Eliot Sumner,https://en.wikipedia.org/wiki/Eliot_Sumner,non-binary,,,,they/them,
Q7653796,Swapna,https://en.wikipedia.org/wiki/Swapna,transgender female,,,,,
Q61441003,Sabrina Cotugno,https://en.wikipedia.org/wiki/Sabrina_Cotugno,non-binary,,,,they/them,
Q105427564,Joana Couto,https://en.wikipedia.org/wiki/Joana_Couto,transgender female,,,,,
Q4685446,Adrienne Wu,https://en.wikipedia.org/wiki/Adrienne_Wu,neutrois,,,,they/them,
Q17011236,Sarah McBride,https://en.wikipedia.org/wiki/Sarah_McBride,transgender female,,,,,
Q22665682,Mio Negga,https://en.wikipedia.org/wiki/Mio_Negga,transgender male,,,,,
Q53567345,Eureka O'Hara,https://en.wikipedia.org/wiki/Eureka_O'Hara,non-binary,,,,,
Q106529401,Nina,https://en.wikipedia.org/wiki/Nina,transgender female,,,,,
Q20810513,Kat Blaque,https://en.wikipedia.org/wiki/Kat_Blaque,transgender female,,,,,
Q57591366,Karina Minaeva,https://en.wikipedia.org/wiki/Karina_Minaeva,transgender female,,,,,
Q16935097,Venus Lux,https://en.wikipedia.org/wiki/Venus_Lux,transgender female,,,,,
Q28113198,Tyler Ford,https://en.wikipedia.org/wiki/Tyler_Ford,non-binary,,,,they/them,
Q105437950,Grace Semler Baldridge,https://en.wikipedia.org/wiki/Grace_Semler_Baldridge,genderqueer,,,,,
Q2910906,Ziandzha,https://en.wikipedia.org/wiki/Ziandzha,transgender female,,,,,
Q58447765,Viktor Belmont,https://en.wikipedia.org/wiki/Viktor_Belmont,transgender male,,,,,
Q13560362,Harmony Santana,https://en.wikipedia.org/wiki/Harmony_Santana,transgender female,,,,,
Q23927185,Lía García,https://en.wikipedia.org/wiki/Lía_García,transgender female,,,,,
Q24706363,Breanna Sinclairé,https://en.wikipedia.org/wiki/Breanna_Sinclairé,transgender female,,,,,
Q26209322,Alexandra Grey,https://en.wikipedia.org/wiki/Alexandra_Grey,transgender female,,,,,
Q27983024,Kylie Maria,https://en.wikipedia.org/wiki/Kylie_Maria,transgender female,,,,,
Q28855062,Kiyan Williams,https://en.wikipedia.org/wiki/Kiyan_Williams,non-binary,,,,they/them,
Q55267251,Ángela Ponce,https://en.wikipedia.org/wiki/Ángela_Ponce,transgender female,,,,,
Q52083530,Mj Rodriguez,https://en.wikipedia.org/wiki/Mj_Rodriguez,transgender female,,,,,
Q56752836,Sephy Francisco,https://en.wikipedia.org/wiki/Sephy_Francisco,transgender female,,,,,
Q57916115,Gogo Graham,https://en.wikipedia.org/wiki/Gogo_Graham,transgender female,,,,,
Q58036249,Jiratchaya Sirimongkolnawin,https://en.wikipedia.org/wiki/Jiratchaya_Sirimongkolnawin,transgender female,,,,,
Q61710901,Klintelle Moore,https://en.wikipedia.org/wiki/Klintelle_Moore,transgender female,,bisexuality,,,
Q61735940,Hengameh Yaghoobifarah,https://en.wikipedia.org/wiki/Hengameh_Yaghoobifarah,non-binary,,,,,
Q61983383,Manuel Arturo Abreu,https://en.wikipedia.org/wiki/Manuel_Arturo_Abreu,non-binary,,,,they/them,
Q63346833,Patti Harrison,https://en.wikipedia.org/wiki/Patti_Harrison,transgender female,,,,,
Q63406643,Panda Eriksson,https://en.wikipedia.org/wiki/Panda_Eriksson,non-binary,,,,,
Q63457522,Kayleigh Coxx,https://en.wikipedia.org/wiki/Kayleigh_Coxx,transgender female,,,,,
Q64148410,Casey McQuiston,https://en.wikipedia.org/wiki/Casey_McQuiston,non-binary,,,,,
Q64597246,Laura Kate Dale,https://en.wikipedia.org/wiki/Laura_Kate_Dale,transgender female,,lesbianism,,,
Q66566480,Lexie Beth,https://en.wikipedia.org/wiki/Lexie_Beth,transgender female,,,,,
Q69937434,Mel Gonçalves,https://en.wikipedia.org/wiki/Mel_Gonçalves,transgender female,,,,,
Q71191667,Owl Fisher,https://en.wikipedia.org/wiki/Owl_Fisher,non-binary,,,,,
Q87816107,Jota Mombaça,https://en.wikipedia.org/wiki/Jota_Mombaça,non-binary,,,,,
Q96474820,Backxwash,https://en.wikipedia.org/wiki/Backxwash,transgender female,,,,,
Q96658110,Jari Jones,https://en.wikipedia.org/wiki/Jari_Jones,transgender female,,lesbianism,,,
Q100995308,Fumettibrutti,https://en.wikipedia.org/wiki/Fumettibrutti,transgender female,,,,,
Q101242242,Erina C Alejo,https://en.wikipedia.org/wiki/Erina_C_Alejo,non-binary,,,,,
Q105097012,Apila Pepita Miettinen,https://en.wikipedia.org/wiki/Apila_Pepita_Miettinen,non-binary,,,,,
Q105572586,SandboxEscaper,https://en.wikipedia.org/wiki/SandboxEscaper,transgender female,,,,she/her,
Q108150847,Choriza May,https://en.wikipedia.org/wiki/Choriza_May,non-binary,,,,,
Q5834,Caster Semenya,https://en.wikipedia.org/wiki/Caster_Semenya,cisgender female,,,,,
Q51763109,Constanza Valdés,https://en.wikipedia.org/wiki/Constanza_Valdés,transgender female,,,,,
Q55426878,Isabella Santiago,https://en.wikipedia.org/wiki/Isabella_Santiago,transgender female,,,,,
Q55615295,Jordan Evans,https://en.wikipedia.org/wiki/Jordan_Evans,transgender female,,,,,
Q20973990,Michelle Hendley,https://en.wikipedia.org/wiki/Michelle_Hendley,transgender female,,,,,
Q21596656,Mya Taylor,https://en.wikipedia.org/wiki/Mya_Taylor,transgender female,,,,,
Q26211981,Marieke Lucas Rijneveld,https://en.wikipedia.org/wiki/Marieke_Lucas_Rijneveld,non-binary,,,,,
Q26255081,Kelly Klaymour,https://en.wikipedia.org/wiki/Kelly_Klaymour,transgender female,,,,,
Q54826293,Mara Rita Villarroel,https://en.wikipedia.org/wiki/Mara_Rita_Villarroel,transgender female,,,,,
Q19571603,Skylar Kergil,https://en.wikipedia.org/wiki/Skylar_Kergil,transgender male,,,,he/him,
Q27983030,Chelsea Marie,https://en.wikipedia.org/wiki/Chelsea_Marie,transgender female,,,,,
Q54948269,Valentina,https://en.wikipedia.org/wiki/Valentina,non-binary,,,,she/her,
Q108356633,The Macarena,https://en.wikipedia.org/wiki/The_Macarena,non-binary,,,,,
Q2377185,Angel Haze,https://en.wikipedia.org/wiki/Angel_Haze,non-binary,,pansexuality,,,
Q42417908,Alok Vaid-Menon,https://en.wikipedia.org/wiki/Alok_Vaid-Menon,non-binary,,,,they/them,
Q63993781,Jonas Ben Ahmed,https://en.wikipedia.org/wiki/Jonas_Ben_Ahmed,transgender male,,,,,
Q503007,Andreja Pejić,https://en.wikipedia.org/wiki/Andreja_Pejić,transgender female,,,,,
Q28831206,Jacob Tobia,https://en.wikipedia.org/wiki/Jacob_Tobia,non-binary,,,,they/them,
Q61712152,Mercy West,https://en.wikipedia.org/wiki/Mercy_West,non-binary,,bisexuality,,,
Q108304783,Okuneye Idris Olanrewaju,https://en.wikipedia.org/wiki/Okuneye_Idris_Olanrewaju,transgender person,,,,,
Q104649273,Marcella Maia,https://en.wikipedia.org/wiki/Marcella_Maia,transgender female,,,,,
Q103819149,Jay Du Temple,https://en.wikipedia.org/wiki/Jay_Du_Temple,t2286129992,,,,,
Q24263778,Abby Stein,https://en.wikipedia.org/wiki/Abby_Stein,transgender female,,,,,
Q54951892,Marc Konijnenberg,https://en.wikipedia.org/wiki/Marc_Konijnenberg,non-binary,,,,L43387,
Q6468244,Leo Baker,https://en.wikipedia.org/wiki/Leo_Baker,non-binary,,,,,
Q38278372,Tomoya Hosoda,https://en.wikipedia.org/wiki/Tomoya_Hosoda,transgender male,,,,,
Q54850654,Stefani Special,https://en.wikipedia.org/wiki/Stefani_Special,transgender female,,,,,
Q86551431,Camila María Concepción,https://en.wikipedia.org/wiki/Camila_María_Concepción,transgender female,,,,,
Q99542610,Eva Borisova,https://en.wikipedia.org/wiki/Eva_Borisova,transgender female,,,,,
Q5591098,Cyrus Grace Dunham,https://en.wikipedia.org/wiki/Cyrus_Grace_Dunham,non-binary,,,,,
Q18752559,Eylül Cansın,https://en.wikipedia.org/wiki/Eylül_Cansın,transgender female,,,,,
Q28871391,Malik Nashad Sharpe,https://en.wikipedia.org/wiki/Malik_Nashad_Sharpe,non-binary,,,,,
Q54850643,Sunshyne Monroe,https://en.wikipedia.org/wiki/Sunshyne_Monroe,transgender female,,,,,
Q65164599,Anton Ambroziak,https://en.wikipedia.org/wiki/Anton_Ambroziak,non-binary,,,,,
Q66390992,Andrea Long Chu,https://en.wikipedia.org/wiki/Andrea_Long_Chu,transgender female,,,,,
Q75190047,Alex Poon,https://en.wikipedia.org/wiki/Alex_Poon,transgender male,,,,,
Q96176934,Nina Pop,https://en.wikipedia.org/wiki/Nina_Pop,transgender female,,,,,
Q100333678,Víctor Branch,https://en.wikipedia.org/wiki/Víctor_Branch,non-binary,,,,,
Q106368574,Gahela Cari,https://en.wikipedia.org/wiki/Gahela_Cari,transgender female,,,,,
Q7408805,Samara Weaving,https://en.wikipedia.org/wiki/Samara_Weaving,cisgender female,,heterosexuality,,,
Q78077042,Ash Hardell,https://en.wikipedia.org/wiki/Ash_Hardell,non-binary,,,,,
Q97020164,Lolo Arziki,https://en.wikipedia.org/wiki/Lolo_Arziki,non-binary,,,,,
Q108618231,Khayri Woulfe,https://en.wikipedia.org/wiki/Khayri_Woulfe,non-binary,,,,,
Q1295297,Károly Szecsődi,https://en.wikipedia.org/wiki/Károly_Szecsődi,transgender female,,,,,
Q22278996,Amina Maher,https://en.wikipedia.org/wiki/Amina_Maher,transgender female,,,,,
Q1545337,Gigi Gorgeous,https://en.wikipedia.org/wiki/Gigi_Gorgeous,transgender female,,lesbianism,,,
Q66068429,Chester Lockhart,https://en.wikipedia.org/wiki/Chester_Lockhart,genderfluid,,,,,
Q464357,Jake Zyrus,https://en.wikipedia.org/wiki/Jake_Zyrus,transgender male,,,,,
Q15123969,Sam Smith,https://en.wikipedia.org/wiki/Sam_Smith,non-binary,,homosexuality,,they/them,
Q30105342,Tommy Dorfman,https://en.wikipedia.org/wiki/Tommy_Dorfman,transgender female,,heterosexuality,,she/her,
Q105076940,Martin C. Arostegui,https://en.wikipedia.org/wiki/Martin_C._Arostegui,t2218188966,,,,,
Q5297785,Dorian Electra,https://en.wikipedia.org/wiki/Dorian_Electra,non-binary,,,,they/them,
Q33123460,Lux Pascal,https://en.wikipedia.org/wiki/Lux_Pascal,transgender female,,,,,
Q83436149,Jedet,https://en.wikipedia.org/wiki/Jedet,transgender female,,,,,
Q63815779,Catherine Feliz,https://en.wikipedia.org/wiki/Catherine_Feliz,non-binary,,,,they/them,
Q97256515,Laura Badler,https://en.wikipedia.org/wiki/Laura_Badler,transgender female,,,,,
Q1395624,Cara Delevingne,https://en.wikipedia.org/wiki/Cara_Delevingne,genderfluid,,pansexuality,,,
Q16235124,Vektroid,https://en.wikipedia.org/wiki/Vektroid,transgender female,,,,,
Q101679742,Lianna Lawson,https://en.wikipedia.org/wiki/Lianna_Lawson,transgender female,,,,,
Q41173,Demi Lovato,https://en.wikipedia.org/wiki/Demi_Lovato,non-binary,,pansexuality,,they/them,
Q60964,Kim Petras,https://en.wikipedia.org/wiki/Kim_Petras,transgender female,,,,,
Q508049,Ezra Miller,https://en.wikipedia.org/wiki/Ezra_Miller,non-binary,,,,they/them,
Q20726316,Stav Strashko,https://en.wikipedia.org/wiki/Stav_Strashko,transgender female,,,,,
Q27862758,Quay Dash,https://en.wikipedia.org/wiki/Quay_Dash,transgender female,,,,,
Q76392445,Jolina Mennen,https://en.wikipedia.org/wiki/Jolina_Mennen,transgender female,,,,,
Q19665738,Hari Nef,https://en.wikipedia.org/wiki/Hari_Nef,transgender female,,,,,
Q23542587,Kaitlyn Alexander,https://en.wikipedia.org/wiki/Kaitlyn_Alexander,non-binary,,,,they/them,
Q26838783,Aubrey Kate,https://en.wikipedia.org/wiki/Aubrey_Kate,transgender female,,,,,
Q52170662,Nats Getty,https://en.wikipedia.org/wiki/Nats_Getty,non-binary,,,,,
Q99968345,Victoria Volkova,https://en.wikipedia.org/wiki/Victoria_Volkova,transgender female,,,,,
Q4235,Miley Cyrus,https://en.wikipedia.org/wiki/Miley_Cyrus,genderfluid,,pansexuality,,,
Q3276669,Loui Sand,https://en.wikipedia.org/wiki/Loui_Sand,transgender male,,lesbianism,,,
Q54914711,Huong Giang,https://en.wikipedia.org/wiki/Huong_Giang,transgender female,,,,,
Q66480612,Jane Marie,https://en.wikipedia.org/wiki/Jane_Marie,transgender female,,,,,
Q97924307,Shiri Allwood,https://en.wikipedia.org/wiki/Shiri_Allwood,transgender female,,,,,
Q21078233,Riley Carter Millington,https://en.wikipedia.org/wiki/Riley_Carter_Millington,transgender male,,,,,
Q23771709,Lydia Brown,https://en.wikipedia.org/wiki/Lydia_Brown,non-binary,,,,they/them,
Q26402567,Hande Kader,https://en.wikipedia.org/wiki/Hande_Kader,transgender female,,,,,
Q42347753,Sonja Sajzor,https://en.wikipedia.org/wiki/Sonja_Sajzor,transgender female,,,,,
Q55760283,Glow Makatsi,https://en.wikipedia.org/wiki/Glow_Makatsi,transgender female,,,,,
Q62089180,Shiva Raichandani,https://en.wikipedia.org/wiki/Shiva_Raichandani,non-binary,,,,,
Q62629929,Kablusiak,https://en.wikipedia.org/wiki/Kablusiak,non-binary,,,,they/them,
Q66385444,Ash Palmisciano,https://en.wikipedia.org/wiki/Ash_Palmisciano,transgender male,,,,,
Q90041935,Eve Lindley,https://en.wikipedia.org/wiki/Eve_Lindley,transgender female,,,,,
Q91901816,Laurence Philomene,https://en.wikipedia.org/wiki/Laurence_Philomene,non-binary,,,,they/them,
Q99857321,Ventura Profana,https://en.wikipedia.org/wiki/Ventura_Profana,travesti,,,,,
Q96483270,Marina Mathey,https://en.wikipedia.org/wiki/Marina_Mathey,transgender female,,,,,
Q66715738,Abigail Thorn,https://en.wikipedia.org/wiki/Abigail_Thorn,transgender female,,bisexuality,,she/her,
Q99744071,Mia Mulder,https://en.wikipedia.org/wiki/Mia_Mulder,transgender female,,,,,
Q106295009,Stav B. Atlan,https://en.wikipedia.org/wiki/Stav_B._Atlan,transgender female,,,,,
Q26209644,Harrison Browne,https://en.wikipedia.org/wiki/Harrison_Browne,transgender male,,,,,
Q105396572,Gabriela Loran,https://en.wikipedia.org/wiki/Gabriela_Loran,transgender female,,,,,
Q29860430,Bobbi Salvör Menuez,https://en.wikipedia.org/wiki/Bobbi_Salvör_Menuez,non-binary,,,,they/them,
Q6443864,Kumi Yokoyama,https://en.wikipedia.org/wiki/Kumi_Yokoyama,transgender male,,,,they/them,
Q50607121,Blaire White,https://en.wikipedia.org/wiki/Blaire_White,transgender female,,heterosexuality,,,
Q97073924,Leonie Dorado,https://en.wikipedia.org/wiki/Leonie_Dorado,transgender female,,,,,
Q101854649,Chelsea Poe,https://en.wikipedia.org/wiki/Chelsea_Poe,transgender female,,,,,
Q29474453,Blair Imani,https://en.wikipedia.org/wiki/Blair_Imani,cisgender female,,,,she/her,
Q57309485,Mina El Hammani,https://en.wikipedia.org/wiki/Mina_El_Hammani,transgender female,,,,,
Q7383941,Ryan Cassata,https://en.wikipedia.org/wiki/Ryan_Cassata,transgender male,,,,he/him,
Q15526050,Scarlett,https://en.wikipedia.org/wiki/Scarlett,transgender female,,,,,
Q18390923,T. Thomason,https://en.wikipedia.org/wiki/T._Thomason,non-binary,,,,he/him,
Q41796530,Frankie Edroff,https://en.wikipedia.org/wiki/Frankie_Edroff,transgender male,,,,,
Q50365571,Aja,https://en.wikipedia.org/wiki/Aja,non-binary,,,,they/them,
Q52768032,Annabelle Lane,https://en.wikipedia.org/wiki/Annabelle_Lane,transgender female,,,,,
Q61011472,Nate Tamblyn,https://en.wikipedia.org/wiki/Nate_Tamblyn,transgender male,,,,,
Q66848838,Angele Anang,https://en.wikipedia.org/wiki/Angele_Anang,transgender female,,,,,
Q79075662,Tani Fernández,https://en.wikipedia.org/wiki/Tani_Fernández,non-binary,,,,,
Q85322559,Laura Les,https://en.wikipedia.org/wiki/Laura_Les,transgender female,,,,,
Q106464297,Jamie Raines,https://en.wikipedia.org/wiki/Jamie_Raines,transgender male,,,,,
Q28112642,Nikkie de Jager,https://en.wikipedia.org/wiki/Nikkie_de_Jager,transgender female,,,,,
Q101116097,Taylor Small,https://en.wikipedia.org/wiki/Taylor_Small,transgender female,,,,,
Q86895476,Peta Nitka,https://en.wikipedia.org/wiki/Peta_Nitka,transgender female,,,,,
Q20744895,Katie Rain Hill,https://en.wikipedia.org/wiki/Katie_Rain_Hill,transgender female,,,,,
Q39647316,Teddy Quinlivan,https://en.wikipedia.org/wiki/Teddy_Quinlivan,transgender female,,,,,
Q106626136,Q106626136,https://en.wikipedia.org/wiki/Q106626136,transgender female,,,,,
Q87360899,Valentina Fluchaire,https://en.wikipedia.org/wiki/Valentina_Fluchaire,transgender female,,,,,
Q16728806,Ellar Coltrane,https://en.wikipedia.org/wiki/Ellar_Coltrane,non-binary,,,,they/them,
Q16832268,Bex Taylor-Klaus,https://en.wikipedia.org/wiki/Bex_Taylor-Klaus,non-binary,,,,they/them,
Q26255100,Vixxen Goddess,https://en.wikipedia.org/wiki/Vixxen_Goddess,transgender female,,,,,
Q36660255,Brigette Lundy-Paine,https://en.wikipedia.org/wiki/Brigette_Lundy-Paine,non-binary,,,,they/them,
Q55614032,Hubert Lenoir,https://en.wikipedia.org/wiki/Hubert_Lenoir,t2441190655,,,,,
Q106147189,Maxine Blythin,https://en.wikipedia.org/wiki/Maxine_Blythin,transgender female,,,,,
Q50310801,Myo Ko Ko San,https://en.wikipedia.org/wiki/Myo_Ko_Ko_San,transgender female,,,,,
Q55237964,G Flip,https://en.wikipedia.org/wiki/G_Flip,non-binary,,lesbianism,,they/them,
Q47498573,Lilia Kisaragi,https://en.wikipedia.org/wiki/Lilia_Kisaragi,transgender female,,,,,
Q56063634,CoolGuyKai,https://en.wikipedia.org/wiki/CoolGuyKai,transgender male,,,,,
Q104387746,Pietu Wikström,https://en.wikipedia.org/wiki/Pietu_Wikström,non-binary,,,,,
Q17403436,Shamir,https://en.wikipedia.org/wiki/Shamir,non-binary,,,,he/him,
Q21259502,Loiza Lamers,https://en.wikipedia.org/wiki/Loiza_Lamers,transgender female,,,,,
Q30101192,Nevo Zisin,https://en.wikipedia.org/wiki/Nevo_Zisin,non-binary,,,,they/them,
Q40369420,Raquel Willis,https://en.wikipedia.org/wiki/Raquel_Willis,transgender female,,,,,
Q42301968,Mia Satya,https://en.wikipedia.org/wiki/Mia_Satya,transgender female,,,,,
Q52332976,Indya Moore,https://en.wikipedia.org/wiki/Indya_Moore,non-binary,,,,they/them,
Q61999397,Ser Serpas,https://en.wikipedia.org/wiki/Ser_Serpas,transgender female,,,,,
Q64763069,Aria Sa'id,https://en.wikipedia.org/wiki/Aria_Sa'id,transgender female,,,,,
Q98309886,Margot,https://en.wikipedia.org/wiki/Margot,non-binary,,,,she/her,
Q105395779,Odete (DJ),https://en.wikipedia.org/wiki/Odete_(DJ),transgender female,,,,,
Q105667241,Loveis Wise,https://en.wikipedia.org/wiki/Loveis_Wise,non-binary,,,,,
Q31029072,Maria Creveling,https://en.wikipedia.org/wiki/Maria_Creveling,transgender female,,,,,
Q97302631,Zion Moreno,https://en.wikipedia.org/wiki/Zion_Moreno,transgender female,,,,,
Q47499608,Guillem Montoro,https://en.wikipedia.org/wiki/Guillem_Montoro,transgender male,,,,,
Q84263786,Mehak Malik,https://en.wikipedia.org/wiki/Mehak_Malik,transgender female,,,,,
Q55427006,Marcela Ohio,https://en.wikipedia.org/wiki/Marcela_Ohio,transgender female,,,,,
Q66429388,May Lifschitz,https://en.wikipedia.org/wiki/May_Lifschitz,transgender female,,,,,
Q36317277,Adrián De La Vega,https://en.wikipedia.org/wiki/Adrián_De_La_Vega,transgender male,,,,,
Q27671324,Tash Sultana,https://en.wikipedia.org/wiki/Tash_Sultana,non-binary,,,,they/them,
Q16201430,Eli Erlick,https://en.wikipedia.org/wiki/Eli_Erlick,transgender female,,non-heterosexuality,,,
Q96375531,Espi Tomičić,https://en.wikipedia.org/wiki/Espi_Tomičić,transgender male,,,,,
Q100152076,Dulce Kanela,https://en.wikipedia.org/wiki/Dulce_Kanela,transgender person,,,,,
Q100741377,Thorn Roos de Vries,https://en.wikipedia.org/wiki/Thorn_Roos_de_Vries,non-binary,,,,,
Q105047866,Eden The Doll,https://en.wikipedia.org/wiki/Eden_The_Doll,transgender female,,,,,
Q106588850,Plumbella,https://en.wikipedia.org/wiki/Plumbella,agender,,,,,
Q15906007,Quinn,https://en.wikipedia.org/wiki/Quinn,non-binary,,,,they/them,
Q29964494,Mavi Phoenix,https://en.wikipedia.org/wiki/Mavi_Phoenix,transgender male,,,,,
Q97846159,Khloe Kay,https://en.wikipedia.org/wiki/Khloe_Kay,transgender female,,,,,
Q25844174,Liv Hewson,https://en.wikipedia.org/wiki/Liv_Hewson,non-binary,,,,they/them,
Q45410467,Alex Bertie,https://en.wikipedia.org/wiki/Alex_Bertie,transgender male,,,,,
Q50350693,Cassandra Vera Paz,https://en.wikipedia.org/wiki/Cassandra_Vera_Paz,transgender female,,,,,
Q107279895,Bradley Booth,https://en.wikipedia.org/wiki/Bradley_Booth,non-binary,,,,,
Q63086179,Emma Corrin,https://en.wikipedia.org/wiki/Emma_Corrin,genderqueer,,non-heterosexuality,,,
Q100967912,Lola Petticrew,https://en.wikipedia.org/wiki/Lola_Petticrew,non-binary,,,,they/them,
Q108335535,Hugáceo Crujiente,https://en.wikipedia.org/wiki/Hugáceo_Crujiente,non-binary,,,,,
Q61964661,Sakris Kupila,https://en.wikipedia.org/wiki/Sakris_Kupila,transgender male,,,,,
Q62023380,Nikita Dragun,https://en.wikipedia.org/wiki/Nikita_Dragun,transgender female,,,,,
Q93150791,Leo Sheng,https://en.wikipedia.org/wiki/Leo_Sheng,transgender male,,,,,
Q102338336,Lucía Heredia,https://en.wikipedia.org/wiki/Lucía_Heredia,transgender female,,,,,
Q105326854,Sofia Versaveau,https://en.wikipedia.org/wiki/Sofia_Versaveau,non-binary,,,,,
Q66424199,Lena Kelly,https://en.wikipedia.org/wiki/Lena_Kelly,transgender female,,,,,
Q46188401,Giuliana Farfalla,https://en.wikipedia.org/wiki/Giuliana_Farfalla,transgender female,,,,,
Q19766054,Blake Brockington,https://en.wikipedia.org/wiki/Blake_Brockington,transgender male,,,,,
Q22958473,Schuyler Bailar,https://en.wikipedia.org/wiki/Schuyler_Bailar,transgender male,,,,,
Q104796773,Harris Reed,https://en.wikipedia.org/wiki/Harris_Reed,genderfluid,,,,they/them,
Q24663954,Elliot Fletcher,https://en.wikipedia.org/wiki/Elliot_Fletcher,transgender male,,,,,
Q107473989,Ami Lanzinger,https://en.wikipedia.org/wiki/Ami_Lanzinger,non-binary,,,,,
Q105580864,Gottmik,https://en.wikipedia.org/wiki/Gottmik,transgender male,,pansexuality,,,
Q19757460,Stasia Michael,https://en.wikipedia.org/wiki/Stasia_Michael,transgender female,,,,,
Q106324171,Nathalie Bleicher-Woth,https://en.wikipedia.org/wiki/Nathalie_Bleicher-Woth,intersex,,,,,
Q47090550,Nong Rose,https://en.wikipedia.org/wiki/Nong_Rose,transgender female,,,,,
Q56635990,Arisce Wanzer,https://en.wikipedia.org/wiki/Arisce_Wanzer,transgender female,,,,,
Q80878638,Emilia Schneider,https://en.wikipedia.org/wiki/Emilia_Schneider,transgender female,,,,,
Q106566180,Mareya Salazar,https://en.wikipedia.org/wiki/Mareya_Salazar,transgender female,,,,,
Q46745556,Travis Alabanza,https://en.wikipedia.org/wiki/Travis_Alabanza,non-binary,,,,they/them,
Q35524637,Valentina Sampaio,https://en.wikipedia.org/wiki/Valentina_Sampaio,transgender female,,,,,
Q15993131,Dwayne Jones,https://en.wikipedia.org/wiki/Dwayne_Jones,transgender person,,,,,
Q51018826,Marvia Malik,https://en.wikipedia.org/wiki/Marvia_Malik,transgender female,,,,,
Q52768033,Aspen Brooks,https://en.wikipedia.org/wiki/Aspen_Brooks,transgender female,,,,,
Q61411554,Tenzin Mariko,https://en.wikipedia.org/wiki/Tenzin_Mariko,transgender female,,,,,
Q106538782,Alison Schumacher,https://en.wikipedia.org/wiki/Alison_Schumacher,non-binary,,,,,
Q86353578,Satan Soyeux,https://en.wikipedia.org/wiki/Satan_Soyeux,genderfluid,,,,,
Q96418585,Marcy Avila,https://en.wikipedia.org/wiki/Marcy_Avila,transgender female,,lesbianism,,,
