QID,Name,link,sex/gender,sex/gender reference,sexual orientation,sexual orientation reference,pronounsEn,pronouns reference
Q164526,Ajita Wilson,https://en.wikipedia.org/wiki/Ajita_Wilson,transgender female,,,,,
Q6781081,Maryam Khatoon Molkara,https://en.wikipedia.org/wiki/Maryam_Khatoon_Molkara,transgender female,,,,,
Q7925552,Vicky de Lambray,https://en.wikipedia.org/wiki/Vicky_de_Lambray,transgender female,,,,,
Q20676737,Dan Christian Ghattas,https://en.wikipedia.org/wiki/Dan_Christian_Ghattas,intersex,,,,,
Q22004198,Beth Elliott,https://en.wikipedia.org/wiki/Beth_Elliott,transgender female,,lesbianism,,,
Q23304260,Sheri Swokowski,https://en.wikipedia.org/wiki/Sheri_Swokowski,transgender female,,,,,
Q23762002,C. S. Pacat,https://en.wikipedia.org/wiki/C._S._Pacat,non-binary,,,,,
Q24234798,Alex Gino,https://en.wikipedia.org/wiki/Alex_Gino,genderqueer,,,,they/them,
Q27924418,E M Nelson,https://en.wikipedia.org/wiki/E_M_Nelson,t2227949963,,,,,
Q27924419,E Perkins,https://en.wikipedia.org/wiki/E_Perkins,t1733306089,,,,,
Q27924421,E Vercoe,https://en.wikipedia.org/wiki/E_Vercoe,t1463002176,,,,,
Q27924541,Jake,https://en.wikipedia.org/wiki/Jake,t2227949952,,,,,
Q27924650,K Burcher,https://en.wikipedia.org/wiki/K_Burcher,t919328711,,,,,
Q27924686,P N Slight,https://en.wikipedia.org/wiki/P_N_Slight,t83095809,,,,,
Q27924849,T M Moore,https://en.wikipedia.org/wiki/T_M_Moore,t919328738,,,,,
Q27924875,W G Poole,https://en.wikipedia.org/wiki/W_G_Poole,t2227949972,,,,,
Q27926091,l budd et al.,https://en.wikipedia.org/wiki/l_budd_et_al.,t367754081,,,,,
Q27926159,Brock,https://en.wikipedia.org/wiki/Brock,t2227950544,,,,,
Q28588687,Brooklyn Allen,https://en.wikipedia.org/wiki/Brooklyn_Allen,transgender male,,,,he/him,
Q29447264,Honey Dijon,https://en.wikipedia.org/wiki/Honey_Dijon,transgender female,,,,,
Q38053759,Yance Ford,https://en.wikipedia.org/wiki/Yance_Ford,transgender male,,,,,
Q42207726,A. W. Peet,https://en.wikipedia.org/wiki/A._W._Peet,non-binary,,,,they/them,
Q44480089,Jay Mulucha,https://en.wikipedia.org/wiki/Jay_Mulucha,transgender male,,gay,,,
Q55767420,Kat Cunning,https://en.wikipedia.org/wiki/Kat_Cunning,non-binary,,non-heterosexuality,,they/them,
Q63216069,Vincent Guillot,https://en.wikipedia.org/wiki/Vincent_Guillot,intersex,,,,,
Q65548775,Garcia,https://en.wikipedia.org/wiki/Garcia,non-binary,,,,they/them,
Q66085368,Charlotte Chucky Tate,https://en.wikipedia.org/wiki/Charlotte_Chucky_Tate,transgender female,,,,she/her,
Q66085377,Alyosxa Tudor,https://en.wikipedia.org/wiki/Alyosxa_Tudor,t1574403276,,,,,
Q86848375,Marina Echebarría Sáenz,https://en.wikipedia.org/wiki/Marina_Echebarría_Sáenz,transgender female,,,,,
Q87436375,Karina Pankievich,https://en.wikipedia.org/wiki/Karina_Pankievich,transgender female,,,,,
Q105492768,Betty Vakalidou,https://en.wikipedia.org/wiki/Betty_Vakalidou,transgender female,,,,,
Q740036,Genesis P-Orridge,https://en.wikipedia.org/wiki/Genesis_P-Orridge,non-binary,,,,,
Q57829607,João W. Nery,https://en.wikipedia.org/wiki/João_W._Nery,transgender male,,heterosexuality,,,
Q3040061,Wal Torres,https://en.wikipedia.org/wiki/Wal_Torres,transgender female,,,,,
Q5120491,Cidny Bullens,https://en.wikipedia.org/wiki/Cidny_Bullens,transgender male,,,,,
Q17361666,Jo Clifford,https://en.wikipedia.org/wiki/Jo_Clifford,transgender female,,,,,
Q15929656,Jennifer N. Pritzker,https://en.wikipedia.org/wiki/Jennifer_N._Pritzker,transgender female,,,,,
Q6822209,Nora Greenberg,https://en.wikipedia.org/wiki/Nora_Greenberg,transgender female,,,,,
Q56247818,Mathilde Daudet,https://en.wikipedia.org/wiki/Mathilde_Daudet,transgender female,,,,,
Q195704,Romy Haag,https://en.wikipedia.org/wiki/Romy_Haag,transgender female,,,,,
Q4661966,Aaron Devor,https://en.wikipedia.org/wiki/Aaron_Devor,transgender male,,,,,
Q6049250,International Chrysis,https://en.wikipedia.org/wiki/International_Chrysis,transgender female,,,,,
Q6084121,Emel Aydan,https://en.wikipedia.org/wiki/Emel_Aydan,transgender female,,,,,
Q22003008,Tracey Africa,https://en.wikipedia.org/wiki/Tracey_Africa,transgender female,,,,,
Q97191237,Nazi Afshar,https://en.wikipedia.org/wiki/Nazi_Afshar,transgender female,,,,,
Q2540350,Jessica Mink,https://en.wikipedia.org/wiki/Jessica_Mink,transgender female,,,,,
Q24699402,Monica Helms,https://en.wikipedia.org/wiki/Monica_Helms,transgender female,,,,,
Q6471015,Laerte,https://en.wikipedia.org/wiki/Laerte,transgender female,,,,,
Q6685787,Lou Sullivan,https://en.wikipedia.org/wiki/Lou_Sullivan,transgender male,,,,,
Q2278761,Sylvia Rivera,https://en.wikipedia.org/wiki/Sylvia_Rivera,transgender female,,,,,
Q6456452,L. Frank,https://en.wikipedia.org/wiki/L._Frank,two-spirit,,,,,
Q12985257,Q12985257,https://en.wikipedia.org/wiki/Q12985257,male organism,,,,,
Q16152042,Gina Wilson,https://en.wikipedia.org/wiki/Gina_Wilson,intersex,,,,,
Q17509028,Rupert Raj,https://en.wikipedia.org/wiki/Rupert_Raj,transgender male,,,,,
Q17182648,Dana Beyer,https://en.wikipedia.org/wiki/Dana_Beyer,transgender female,,,,,
Q5927684,Javier Egea,https://en.wikipedia.org/wiki/Javier_Egea,cisgender male,,,,,
Q42752991,Stéphanie Nicot,https://en.wikipedia.org/wiki/Stéphanie_Nicot,transgender female,,,,,
Q467067,Bülent Ersoy,https://en.wikipedia.org/wiki/Bülent_Ersoy,transgender female,,,,,
Q3311388,Micheline Montreuil,https://en.wikipedia.org/wiki/Micheline_Montreuil,transgender female,,,,,
Q4686966,Adèle Anderson,https://en.wikipedia.org/wiki/Adèle_Anderson,transgender female,,,,,
Q108147375,Ann-Christine Ruuth,https://en.wikipedia.org/wiki/Ann-Christine_Ruuth,transgender female,,,,,
Q529619,Baby Dee,https://en.wikipedia.org/wiki/Baby_Dee,transgender female,,,,,
Q975070,Michael J. Bassett,https://en.wikipedia.org/wiki/Michael_J._Bassett,transgender female,,,,,
Q2635912,Jennifer Ventimilia,https://en.wikipedia.org/wiki/Jennifer_Ventimilia,transgender female,,,,,
Q4545833,1.8.7,https://en.wikipedia.org/wiki/1.8.7,transgender female,,,,,
Q5488143,Kellie Maloney,https://en.wikipedia.org/wiki/Kellie_Maloney,transgender female,,,,,
Q26252626,Adelina Anthony,https://en.wikipedia.org/wiki/Adelina_Anthony,two-spirit,,lesbianism,,she/her,
Q29436186,Misha Ignis,https://en.wikipedia.org/wiki/Misha_Ignis,t2289984868,,,,,
Q30729148,Hélène Hardy,https://en.wikipedia.org/wiki/Hélène_Hardy,transgender female,,,,,
Q56282931,Mogok Pauk Pauk,https://en.wikipedia.org/wiki/Mogok_Pauk_Pauk,transgender female,,,,,
Q61793824,Lisa Middleton,https://en.wikipedia.org/wiki/Lisa_Middleton,transgender female,,,,,
Q28860926,Corine van Dun,https://en.wikipedia.org/wiki/Corine_van_Dun,transgender female,,,,,
Q62936575,Sharron Proulx-Turner,https://en.wikipedia.org/wiki/Sharron_Proulx-Turner,two-spirit,,,,,
Q7789025,Giselle Donnelly,https://en.wikipedia.org/wiki/Giselle_Donnelly,transgender female,,,,,
Q106393180,Q106393180,https://en.wikipedia.org/wiki/Q106393180,male organism,,,,,
Q12989551,Q12989551,https://en.wikipedia.org/wiki/Q12989551,male organism,,,,,
Q6777103,Martine Rothblatt,https://en.wikipedia.org/wiki/Martine_Rothblatt,transgender female,,,,,
Q16186307,Michelle Josef,https://en.wikipedia.org/wiki/Michelle_Josef,transgender female,,,,,
Q18702981,Carol Stone,https://en.wikipedia.org/wiki/Carol_Stone,transgender female,,,,,
Q24255278,Eva Koumarianou,https://en.wikipedia.org/wiki/Eva_Koumarianou,transgender female,,,,,
Q53764770,Soshuku Shibatani,https://en.wikipedia.org/wiki/Soshuku_Shibatani,transgender female,,,,,
Q78971059,Anne Philomena O'Brien,https://en.wikipedia.org/wiki/Anne_Philomena_O'Brien,transgender female,,,,,
Q2595673,Bibiana Fernández Chica,https://en.wikipedia.org/wiki/Bibiana_Fernández_Chica,transgender female,,,,,
Q6138404,Tamara Adrián,https://en.wikipedia.org/wiki/Tamara_Adrián,transgender female,,,,,
Q330072,Patrick Califia,https://en.wikipedia.org/wiki/Patrick_Califia,transgender male,,bisexuality,,,
Q442804,Anna Grodzka,https://en.wikipedia.org/wiki/Anna_Grodzka,transgender female,,,,,
Q107453180,Deborah Lambillotte,https://en.wikipedia.org/wiki/Deborah_Lambillotte,transgender female,,lesbianism,,,
Q532369,Marcie Free,https://en.wikipedia.org/wiki/Marcie_Free,transgender female,,,,,
Q42429301,René van Ree,https://en.wikipedia.org/wiki/René_van_Ree,t2290488776,,,,,
Q2448438,Marja-Sisko Aalto,https://en.wikipedia.org/wiki/Marja-Sisko_Aalto,transgender female,,,,,
Q297865,Caroline Cossey,https://en.wikipedia.org/wiki/Caroline_Cossey,transgender female,,,,,
Q816430,Ben Barres,https://en.wikipedia.org/wiki/Ben_Barres,transgender male,,,,,
Q60635287,Julia Grant,https://en.wikipedia.org/wiki/Julia_Grant,transgender female,,,,,
Q96748596,Leslie Santana,https://en.wikipedia.org/wiki/Leslie_Santana,transgender female,,,,,
Q7040818,Nisi Shawl,https://en.wikipedia.org/wiki/Nisi_Shawl,genderfluid,,,,they/them,
Q7042084,Nizah Morris,https://en.wikipedia.org/wiki/Nizah_Morris,transgender female,,,,,
Q11356036,Junko Mitsuhashi,https://en.wikipedia.org/wiki/Junko_Mitsuhashi,transgender female,,,,,
Q9785485,Cláudia Wonder,https://en.wikipedia.org/wiki/Cláudia_Wonder,transgender female,,,,,
Q17287343,Matt Kailey,https://en.wikipedia.org/wiki/Matt_Kailey,transgender male,,,,,
Q7610846,Stephen Whittle,https://en.wikipedia.org/wiki/Stephen_Whittle,transgender male,,,,,
Q92718,Mary Ann Horton,https://en.wikipedia.org/wiki/Mary_Ann_Horton,transgender female,,,,,
Q5551765,Natalia Parés Vives,https://en.wikipedia.org/wiki/Natalia_Parés_Vives,transgender female,,,,,
Q6147102,Jamie Lee Hamilton,https://en.wikipedia.org/wiki/Jamie_Lee_Hamilton,transgender female,,,,,
Q16201513,Cate McGregor,https://en.wikipedia.org/wiki/Cate_McGregor,transgender female,,,,,
Q22237095,Renée Lodewijckx,https://en.wikipedia.org/wiki/Renée_Lodewijckx,t1181005139,,,,,
Q12301643,Anette Egelund,https://en.wikipedia.org/wiki/Anette_Egelund,transgender female,,,,,
Q22683868,Béatrice Denaes,https://en.wikipedia.org/wiki/Béatrice_Denaes,transgender female,,,,,
Q56167585,Christine Hallquist,https://en.wikipedia.org/wiki/Christine_Hallquist,transgender female,,,,,
Q5092713,Cheryl Chase,https://en.wikipedia.org/wiki/Cheryl_Chase,intersex,,,,she/her,
Q4117080,Jennell Jaquays,https://en.wikipedia.org/wiki/Jennell_Jaquays,transgender female,,lesbianism,,she/her,
Q6795393,Max Wolf Valerio,https://en.wikipedia.org/wiki/Max_Wolf_Valerio,transgender male,,,,,
Q56859020,Linus Fontrodona i Padró,https://en.wikipedia.org/wiki/Linus_Fontrodona_i_Padró,non-binary,,,,,
Q57297528,Rachel Levine,https://en.wikipedia.org/wiki/Rachel_Levine,transgender female,,,,,
Q105968011,Saghi Ghahraman,https://en.wikipedia.org/wiki/Saghi_Ghahraman,non-binary,,,,,
Q16489,Sophie Wilson,https://en.wikipedia.org/wiki/Sophie_Wilson,transgender female,,,,,
Q2892092,The Lady Chablis,https://en.wikipedia.org/wiki/The_Lady_Chablis,transgender female,,,,,
Q5252903,Del LaGrace Volcano,https://en.wikipedia.org/wiki/Del_LaGrace_Volcano,non-binary,,,,,
Q79469637,Georgine Kellermann,https://en.wikipedia.org/wiki/Georgine_Kellermann,transgender female,,,,,
Q12237573,Lauren Berlant,https://en.wikipedia.org/wiki/Lauren_Berlant,non-binary,,,,they/them,
Q466137,Georgina Beyer,https://en.wikipedia.org/wiki/Georgina_Beyer,transgender female,,,,,
Q99145285,Val Denham,https://en.wikipedia.org/wiki/Val_Denham,transgender female,,,,,
Q57470789,Mar Cambrollé,https://en.wikipedia.org/wiki/Mar_Cambrollé,transgender female,,,,,
Q51845809,Lauren Foster,https://en.wikipedia.org/wiki/Lauren_Foster,transgender female,,,,,
Q2925404,Brigitte Boréale,https://en.wikipedia.org/wiki/Brigitte_Boréale,transgender female,,,,,
Q6757066,Marci Bowers,https://en.wikipedia.org/wiki/Marci_Bowers,transgender female,,,,,
Q16192680,Tiger Devore,https://en.wikipedia.org/wiki/Tiger_Devore,intersex,,,,,
Q16192989,Penny Whetton,https://en.wikipedia.org/wiki/Penny_Whetton,transgender female,,,,,
Q16328743,Paola Revenioti,https://en.wikipedia.org/wiki/Paola_Revenioti,transgender female,,,,,
Q21459628,Terry Curling,https://en.wikipedia.org/wiki/Terry_Curling,t2288908501,,,,,
Q73302384,Josefina Campàs i Ferrón,https://en.wikipedia.org/wiki/Josefina_Campàs_i_Ferrón,transgender female,,,,,
Q543269,Liza N'Eliaz,https://en.wikipedia.org/wiki/Liza_N'Eliaz,transgender female,,,,,
Q12974633,Q12974633,https://en.wikipedia.org/wiki/Q12974633,male organism,,,,,
Q5481042,Francis García,https://en.wikipedia.org/wiki/Francis_García,transgender female,,,,,
Q4723693,Alfredo Adame,https://en.wikipedia.org/wiki/Alfredo_Adame,intersex,,,,,
Q6178317,Jennifer Finney Boylan,https://en.wikipedia.org/wiki/Jennifer_Finney_Boylan,transgender female,,,,,
Q711397,Philippa York,https://en.wikipedia.org/wiki/Philippa_York,transgender female,,,,,
Q6123284,Jahna Erica Steele,https://en.wikipedia.org/wiki/Jahna_Erica_Steele,transgender female,,,,,
Q28656559,Jess Herbst,https://en.wikipedia.org/wiki/Jess_Herbst,transgender female,,,,,
Q28316787,Miriam van der Have,https://en.wikipedia.org/wiki/Miriam_van_der_Have,intersex,,,,,
Q2245540,Eva Robin's,https://en.wikipedia.org/wiki/Eva_Robin's,transgender female,,,,,
Q3194031,Katherine Connella,https://en.wikipedia.org/wiki/Katherine_Connella,intersex,,,,,
Q107568095,Karen Gale,https://en.wikipedia.org/wiki/Karen_Gale,transgender female,,,,,
Q4762409,Angela Clayton,https://en.wikipedia.org/wiki/Angela_Clayton,transgender female,,,,,
Q4768693,Anne Ogborn,https://en.wikipedia.org/wiki/Anne_Ogborn,transgender female,,,,,
Q7648414,Susan Stanton,https://en.wikipedia.org/wiki/Susan_Stanton,transgender female,,,,,
Q15460494,Loren Cameron,https://en.wikipedia.org/wiki/Loren_Cameron,transgender male,,,,,
Q59785870,Lorenza Böttner,https://en.wikipedia.org/wiki/Lorenza_Böttner,transgender female,,,,,
Q107424104,Q107424104,https://en.wikipedia.org/wiki/Q107424104,female organism,,,,,
Q20021667,Marie Stensby,https://en.wikipedia.org/wiki/Marie_Stensby,t2414363180,,,,,
Q47532275,Bo Van Spilbeeck,https://en.wikipedia.org/wiki/Bo_Van_Spilbeeck,transgender female,,,,,
Q6470024,Catiria Reyes,https://en.wikipedia.org/wiki/Catiria_Reyes,transgender female,,,,,
Q15807821,Elisabeth Piesch,https://en.wikipedia.org/wiki/Elisabeth_Piesch,transgender female,,,,,
Q16193185,Michael Kantaras,https://en.wikipedia.org/wiki/Michael_Kantaras,transgender male,,,,,
Q98882525,Camille Barré,https://en.wikipedia.org/wiki/Camille_Barré,transgender female,,,,,
Q22266869,Christiane Völling,https://en.wikipedia.org/wiki/Christiane_Völling,intersex,,,,,
Q2480827,Carla Antonelli,https://en.wikipedia.org/wiki/Carla_Antonelli,transgender female,,,,,
Q6828097,Michael A. Sullivan,https://en.wikipedia.org/wiki/Michael_A._Sullivan,intersex,,,,,
Q6754500,Mara Keisling,https://en.wikipedia.org/wiki/Mara_Keisling,transgender female,,,,,
Q6178260,Jennifer Diane Reitz,https://en.wikipedia.org/wiki/Jennifer_Diane_Reitz,transgender female,,,,,
Q628148,Goddess Bunny,https://en.wikipedia.org/wiki/Goddess_Bunny,transgender female,,,,,
Q943047,Grant Morrison,https://en.wikipedia.org/wiki/Grant_Morrison,non-binary,,,,they/them,
Q4719241,Alexander John Goodrum,https://en.wikipedia.org/wiki/Alexander_John_Goodrum,transgender male,,,,,
Q6206209,Joanne Rushton,https://en.wikipedia.org/wiki/Joanne_Rushton,transgender female,,,,,
Q7155072,Pauline Park,https://en.wikipedia.org/wiki/Pauline_Park,transgender female,,,,,
Q11397701,Norisada Maeda,https://en.wikipedia.org/wiki/Norisada_Maeda,t2284283978,,,,,
Q24702421,Andrea Jenkins,https://en.wikipedia.org/wiki/Andrea_Jenkins,transgender female,,,,,
Q26704793,Yoseñio V. Lewis,https://en.wikipedia.org/wiki/Yoseñio_V._Lewis,transgender male,,,,,
Q43570374,Pat Schmatz,https://en.wikipedia.org/wiki/Pat_Schmatz,non-binary,,,,they/them,
Q55020734,Chloe Dzubilo,https://en.wikipedia.org/wiki/Chloe_Dzubilo,transgender female,,,,,
Q7924991,Vicci Laine,https://en.wikipedia.org/wiki/Vicci_Laine,transgender female,,,,,
Q89044367,Lorena Borjas,https://en.wikipedia.org/wiki/Lorena_Borjas,transgender female,,,,,
Q4934235,Zoey Tur,https://en.wikipedia.org/wiki/Zoey_Tur,transgender female,,,,,
Q96361923,Aimee Stephens,https://en.wikipedia.org/wiki/Aimee_Stephens,transgender female,,,,,
Q63928606,Melissa Ede,https://en.wikipedia.org/wiki/Melissa_Ede,transgender female,,,,,
Q2555359,Maddie Blaustein,https://en.wikipedia.org/wiki/Maddie_Blaustein,transgender female,,,,she/her,
Q5045184,Caroline Paige,https://en.wikipedia.org/wiki/Caroline_Paige,transgender female,,,,,
Q7648438,Susan Stryker,https://en.wikipedia.org/wiki/Susan_Stryker,transgender female,,,,,
Q9010762,Janaína Dutra,https://en.wikipedia.org/wiki/Janaína_Dutra,transgender female,,,,,
Q19561491,Catherine McKenney,https://en.wikipedia.org/wiki/Catherine_McKenney,non-binary,,,,they/them,
Q7488917,Shannon Minter,https://en.wikipedia.org/wiki/Shannon_Minter,transgender male,,,,,
Q17045578,Demet Demir,https://en.wikipedia.org/wiki/Demet_Demir,transgender female,,,,,
Q57581328,Leonne Zeegers,https://en.wikipedia.org/wiki/Leonne_Zeegers,intersex,,,,,
Q108535958,Q108535958,https://en.wikipedia.org/wiki/Q108535958,female organism,,,,,
Q29000910,Krissy Ramsey,https://en.wikipedia.org/wiki/Krissy_Ramsey,transgender female,,,,,
Q7926817,Victoria Kolakowski,https://en.wikipedia.org/wiki/Victoria_Kolakowski,transgender female,,,,,
Q3195197,McKenzie Wark,https://en.wikipedia.org/wiki/McKenzie_Wark,transgender female,,,,she/her,
Q433322,Jack Halberstam,https://en.wikipedia.org/wiki/Jack_Halberstam,non-binary,,,,he/him,
Q1077426,Chris Korda,https://en.wikipedia.org/wiki/Chris_Korda,transgender female,,,,,
Q3807902,Jenny Bailey,https://en.wikipedia.org/wiki/Jenny_Bailey,transgender female,,,,,
Q4681602,Adela Hernandez,https://en.wikipedia.org/wiki/Adela_Hernandez,transgender female,,,,,
Q5365201,Ikko,https://en.wikipedia.org/wiki/Ikko,transgender female,,,,,
Q6762946,Marius Mason,https://en.wikipedia.org/wiki/Marius_Mason,transgender male,,,,,
Q11576277,Maki Tahara,https://en.wikipedia.org/wiki/Maki_Tahara,transgender female,,,,,
Q67270436,Mika Haka,https://en.wikipedia.org/wiki/Mika_Haka,genderfluid,,,,,
Q101244857,Carmen García de Merlo,https://en.wikipedia.org/wiki/Carmen_García_de_Merlo,transgender female,,,,,
Q14073,Alexia Massalin,https://en.wikipedia.org/wiki/Alexia_Massalin,transgender female,,,,,
Q254022,Eddie Izzard,https://en.wikipedia.org/wiki/Eddie_Izzard,genderfluid,,,,she/her,
Q2964043,Chiya Fujino,https://en.wikipedia.org/wiki/Chiya_Fujino,transgender female,,,,,
Q4720589,Alexandra Billings,https://en.wikipedia.org/wiki/Alexandra_Billings,transgender female,,,,,
Q11301860,Kota,https://en.wikipedia.org/wiki/Kota,transgender female,,,,,
Q19940727,Q19940727,https://en.wikipedia.org/wiki/Q19940727,transgender female,,,,,
Q28054067,Monica Roberts,https://en.wikipedia.org/wiki/Monica_Roberts,transgender female,,,,,
Q1563762,Anderson Bigode Herzer,https://en.wikipedia.org/wiki/Anderson_Bigode_Herzer,transgender male,,,,,
Q18630424,Sabian Baumann,https://en.wikipedia.org/wiki/Sabian_Baumann,transgender male,,,,,
Q100573746,Paca La Piraña,https://en.wikipedia.org/wiki/Paca_La_Piraña,transgender female,,,,,
Q105975950,Shinta Ratri,https://en.wikipedia.org/wiki/Shinta_Ratri,transgender female,,,,,
Q2469656,Manuela Trasobares,https://en.wikipedia.org/wiki/Manuela_Trasobares,transgender female,,,,,
Q5946243,Li Jing,https://en.wikipedia.org/wiki/Li_Jing,transgender female,,,,,
Q1592529,Alexander James Adams,https://en.wikipedia.org/wiki/Alexander_James_Adams,transgender male,,,,,
Q11451285,Hiromasa Andō,https://en.wikipedia.org/wiki/Hiromasa_Andō,transgender male,,,,,
Q83765104,Toni Newman,https://en.wikipedia.org/wiki/Toni_Newman,transgender female,,,,,
Q11450405,Ayumi Yasutomi,https://en.wikipedia.org/wiki/Ayumi_Yasutomi,transgender female,,,,,
Q11625275,Masae Torai,https://en.wikipedia.org/wiki/Masae_Torai,transgender male,,,,,
Q18633314,Yazka Love,https://en.wikipedia.org/wiki/Yazka_Love,transgender male,,,,,
Q69356174,Kylar Broadus,https://en.wikipedia.org/wiki/Kylar_Broadus,transgender male,,,,,
Q2281294,Max Drenth,https://en.wikipedia.org/wiki/Max_Drenth,transgender male,,,,,
Q101159820,Stephanie Byers,https://en.wikipedia.org/wiki/Stephanie_Byers,transgender female,,,,,
Q1872491,Justin Vivian Bond,https://en.wikipedia.org/wiki/Justin_Vivian_Bond,non-binary,,,,they/them,
Q17428148,Petra De Sutter,https://en.wikipedia.org/wiki/Petra_De_Sutter,transgender female,,,,,
Q909047,Dorce Gamalama,https://en.wikipedia.org/wiki/Dorce_Gamalama,transgender female,,,,,
Q6144533,James Urbaniak,https://en.wikipedia.org/wiki/James_Urbaniak,cisgender male,,heterosexuality,,,
Q3291864,Sam Bourcier,https://en.wikipedia.org/wiki/Sam_Bourcier,transgender male,,,,,
Q7301768,Rebecca Heineman,https://en.wikipedia.org/wiki/Rebecca_Heineman,transgender female,,lesbianism,,she/her,
Q18417417,Brigitte LG Baptiste,https://en.wikipedia.org/wiki/Brigitte_LG_Baptiste,transgender female,,,,,
Q60339817,Helen Belcher,https://en.wikipedia.org/wiki/Helen_Belcher,transgender female,,,,,
Q108110670,Pamela Valenzuela,https://en.wikipedia.org/wiki/Pamela_Valenzuela,transgender female,,,,,
Q4497395,Rita Hester,https://en.wikipedia.org/wiki/Rita_Hester,transgender female,,,,,
Q6726642,Maddison Hall,https://en.wikipedia.org/wiki/Maddison_Hall,transgender female,,,,,
Q7125180,Paisley Currah,https://en.wikipedia.org/wiki/Paisley_Currah,transgender male,,,,,
Q17181924,Nedjma,https://en.wikipedia.org/wiki/Nedjma,t2435999457,,,,,
Q20090216,Manabi Bandyopadhyay,https://en.wikipedia.org/wiki/Manabi_Bandyopadhyay,transgender female,,,,,
Q20684345,Aidan Key,https://en.wikipedia.org/wiki/Aidan_Key,transgender male,,,,,
Q28605787,Iris Rachamimov,https://en.wikipedia.org/wiki/Iris_Rachamimov,transgender female,,,,,
Q29050599,Bobbi Jean Baker,https://en.wikipedia.org/wiki/Bobbi_Jean_Baker,transgender female,,,,,
Q48977764,SC Natzab,https://en.wikipedia.org/wiki/SC_Natzab,transgender female,,,,,
Q107208197,Cristina Montserrat Hendrickse,https://en.wikipedia.org/wiki/Cristina_Montserrat_Hendrickse,transgender female,,,,,
Q7076783,Octavia St. Laurent,https://en.wikipedia.org/wiki/Octavia_St._Laurent,transgender female,,,,,
Q11687785,La Veneno,https://en.wikipedia.org/wiki/La_Veneno,transgender female,,,,,
Q2844575,Amy Ray,https://en.wikipedia.org/wiki/Amy_Ray,genderqueer,,lesbianism,,,
Q5400926,Estelle Asmodelle,https://en.wikipedia.org/wiki/Estelle_Asmodelle,transgender female,,,,,
Q12219999,Safa Al Hashem,https://en.wikipedia.org/wiki/Safa_Al_Hashem,transfeminine,,,,,
Q4221522,Caitlín R. Kiernan,https://en.wikipedia.org/wiki/Caitlín_R._Kiernan,transgender female,,lesbianism,,they/them,
Q66041094,Céline Audebeau,https://en.wikipedia.org/wiki/Céline_Audebeau,transgender female,,,,,
Q16195718,Terri O'Connell,https://en.wikipedia.org/wiki/Terri_O'Connell,transgender female,,,,,
Q16941585,Zuliana Araya,https://en.wikipedia.org/wiki/Zuliana_Araya,transgender female,,,,,
Q20065081,Christopher Lee,https://en.wikipedia.org/wiki/Christopher_Lee,transgender male,,,,,
Q4763232,Angie Xtravaganza,https://en.wikipedia.org/wiki/Angie_Xtravaganza,transgender female,,,,,
Q7343081,Veda Hlubinka-Cook,https://en.wikipedia.org/wiki/Veda_Hlubinka-Cook,transgender female,,,,,
Q7351493,Roberta Close,https://en.wikipedia.org/wiki/Roberta_Close,transgender female,,,,,
Q1986987,Nicole Eisenman,https://en.wikipedia.org/wiki/Nicole_Eisenman,non-binary,,,,,
Q4714441,Alejandra Bogue,https://en.wikipedia.org/wiki/Alejandra_Bogue,transgender female,,,,,
Q16196042,Jan Hamilton,https://en.wikipedia.org/wiki/Jan_Hamilton,transgender female,,,,,
Q16739206,Lann Hornscheidt,https://en.wikipedia.org/wiki/Lann_Hornscheidt,non-binary,,,,,
Q18685330,Cecilia Chung,https://en.wikipedia.org/wiki/Cecilia_Chung,transgender female,,,,,
Q58310404,Tereza Spencer,https://en.wikipedia.org/wiki/Tereza_Spencer,transgender female,,,,,
Q64778437,Janetta Johnson,https://en.wikipedia.org/wiki/Janetta_Johnson,transgender female,,,,,
Q2440011,Frank'a Waaldijk,https://en.wikipedia.org/wiki/Frank'a_Waaldijk,transgender female,,,,,
Q3546641,BB Gandanghari,https://en.wikipedia.org/wiki/BB_Gandanghari,transgender female,,,,,
Q7920612,Venus Xtravaganza,https://en.wikipedia.org/wiki/Venus_Xtravaganza,transgender female,,,,,
Q15500705,Rachel Matt Thorn,https://en.wikipedia.org/wiki/Rachel_Matt_Thorn,transgender female,,,,,
Q21175275,Annie Wallace,https://en.wikipedia.org/wiki/Annie_Wallace,transgender female,,,,,
Q258305,Vladimir Luxuria,https://en.wikipedia.org/wiki/Vladimir_Luxuria,transgender female,,,,,
Q6708945,Lynn Breedlove,https://en.wikipedia.org/wiki/Lynn_Breedlove,transgender male,,,,,
Q9545711,Lana Wachowski,https://en.wikipedia.org/wiki/Lana_Wachowski,transgender female,,,,,
Q58819,Andreas Krieger,https://en.wikipedia.org/wiki/Andreas_Krieger,transgender male,,,,,
Q771690,Joey Soloway,https://en.wikipedia.org/wiki/Joey_Soloway,non-binary,,homosexuality,,they/them,
Q12973903,Q12973903,https://en.wikipedia.org/wiki/Q12973903,male organism,,,,,
Q15486680,T. Thorn Coyle,https://en.wikipedia.org/wiki/T._Thorn_Coyle,non-binary,,,,,
Q68172526,India Willoughby,https://en.wikipedia.org/wiki/India_Willoughby,transgender female,,,,,
Q14045,Moby,https://en.wikipedia.org/wiki/Moby,cisgender male,,heterosexuality,,,
