metric,orientationStatistic,orientationPValue,genderStatistic,genderPValue,queernessStatistic,queernessPValue
word_count,0.5288153678410983,0.6058451198632546,0.9859203522573727,0.3453620361869024,1.956238424638458,0.06530025037698503
vader_compound,-0.9974231346273932,0.33676341672624444,2.247893481772456,0.046059687029893756,0.8817459980471208,0.388933067271372
vader_neg,1.1480059534659586,0.271653359996627,-0.8962400201286539,0.38931712438922694,0.2156019415249018,0.8315956364482278
vader_neu,-0.1542902356775477,0.8797504652893235,-1.217032584494502,0.2490583503500983,-0.29864287491529623,0.7684542311217483
vader_pos,-1.0889898557390782,0.2959345531044572,1.8435907935084535,0.0923265907568343,0.20555721044926567,0.8393231659847898
empath_help,-0.8182862391813273,0.4279387079526561,0.24743146191119036,0.8091319358443607,-2.1902374545239796,0.04118311178766518
empath_office,-0.6397294817800987,0.5334607555404165,0.3921503994175866,0.702438381696818,2.2791832573403,0.03438634007879235
empath_dance,-1.4235353335079286,0.1781368155025395,1.2861119690790417,0.22481587143478882,-0.1034978935250441,0.9186524650810441
empath_money,-0.9840246720316115,0.3430638661373884,0.5778057387806114,0.5750322722639581,-0.28833364295381503,0.7762132855929047
empath_wedding,-0.23128465016149746,0.8206941178068068,-0.45918640749262923,0.6550413677890825,1.8677327895962383,0.0773030178561503
empath_domestic_work,-1.3435210245760998,0.20208609579084985,0.3816137031919702,0.7100166176711389,1.4008322380843001,0.17738537587375056
empath_sleep,-0.034339613789556,0.9731280043464232,0.5310850045437943,0.6059170329263488,-0.6670233246905349,0.512777195536574
empath_medical_emergency,0.4612600673999575,0.6522346341284933,1.1436912186433967,0.2770307809288542,1.3449300767428822,0.19448326466272972
empath_cold,1.1187716975777195,0.2834845474218243,0.6854090540673775,0.5072730511815313,0.9537615732146517,0.3521819561365891
empath_hate,0.7583331290720056,0.4617790035031607,0.5310850045437943,0.6059170329263488,1.6592731173440987,0.11347693840978851
empath_cheerfulness,0.6594534940903657,0.5211161316549617,0.5310850045437943,0.6059170329263488,0.8603834844182796,0.4003046223820551
empath_aggression,0.9440439210289497,0.3623628390034155,0.5310850045437943,0.6059170329263488,1.533517909197659,0.14163152284556912
empath_occupation,0.22957749920031878,0.8219927209854634,-0.8444627714140448,0.41639913696257846,1.8628314455976227,0.07802123695830145
empath_envy,0.8605456742699248,0.4050801450454703,0.7906310382458809,0.4458706846253191,0.7761292362813187,0.447227051651485
empath_anticipation,-0.6616467560539655,0.5197536629974613,0.7634199677083038,0.4612730282265146,1.2699797747542463,0.21942545186409665
empath_family,-1.029951220006153,0.3218153039467532,-2.488679352361233,0.030105966897973152,1.6694700640685225,0.11141807858695417
empath_vacation,-0.26394087346635225,0.7959632661952589,-0.9531885571526952,0.3609711173675314,-0.0488031898492912,0.961585510534599
empath_crime,0.6662591270386226,0.5168951477053074,-0.5469035442680449,0.5953653885651544,-1.0240027369435558,0.3186956587376961
empath_attractive,-2.2606154531168063,0.04158390544439682,0.6496365916276314,0.5292591783838289,0.2005294104068746,0.8431974604716821
empath_masculine,-3.7150807756078357,0.002594388731390779,0.6039323412062856,0.558137970349418,-0.170028793141763,0.8667848769333669
empath_prison,-0.10595548710607523,0.9172351955817347,-1.794163493178632,0.10028742060493925,-1.2658783631590564,0.2208590070211402
empath_health,0.5297534117647514,0.6052127021443345,1.6140879279132812,0.13480335352042871,0.9195350708253758,0.3693432518457974
empath_pride,-0.36692746966316697,0.7195765744272922,-1.1866823906220665,0.26034991662179263,-0.07122400359776775,0.9439638448052383
empath_dispute,0.46160732943115196,0.6519920483665105,1.0665214492389572,0.30903688333336155,-1.904011165005212,0.0721656033893228
empath_nervousness,0.7390398259197165,0.47301643747955013,0.6548905517363371,0.5259956570818658,-0.36017900391872165,0.7226861060506353
empath_government,0.791413126918903,0.44290381639196974,0.7124077789175022,0.49104736239355307,0.08288922432288884,0.9348066665479302
empath_weakness,0.7841781305979317,0.44698944952913555,,,0.8603834844182796,0.4003046223820551
empath_horror,0.6534159387918845,0.5248773053321252,,,0.7803666961833887,0.4447889436825935
empath_swearing_terms,,,,,,
empath_leisure,0.07107111877743923,0.9444228811237454,1.3685226438071532,0.1984486257420583,2.115878416989179,0.04778550755689785
empath_suffering,0.5297896075253856,0.6051883060401164,,,0.9845727054781015,0.33720661285990516
empath_royalty,-1.7251143798054953,0.10818332818268847,-1.3989802064774022,0.1893781184825062,0.6232209703419849,0.5405490180831911
empath_wealthy,-0.1996500700145812,0.8448433156283599,-3.0792304457114974,0.010485699146325453,-0.8785557598573366,0.3906176638299157
empath_tourism,0.339895042427508,0.7393645363103852,-1.0968726283105497,0.29612878016321564,-0.579894469474128,0.5687993709641535
empath_furniture,-0.45452183464225254,0.6569498634907971,1.6876732727916508,0.11958976308406784,2.2984718697308693,0.033055924737785077
empath_school,0.5991424762237613,0.5593748750881355,-1.8436209178762453,0.09232192002952205,-0.8377377723915497,0.41259259565716055
empath_magic,0.6327116214869412,0.537892626076103,1.0913193714673088,0.29845933480880626,2.7657305202599276,0.012307640281053677
empath_beach,-0.08078666232126383,0.9368421026966671,,,-0.4159595560280943,0.6821002102249063
empath_journalism,-0.35556552803391867,0.7278690027174748,-0.9923947427712665,0.34233346117731456,-2.2620483663700957,0.03560945233437343
empath_morning,0.12698485605499119,0.9008955137683534,0.7958252685980173,0.44296894186307223,0.29331031364382243,0.7724646148329424
empath_banking,-1.396437097949643,0.18596996909804833,-1.5019233501025657,0.16126752161765254,-0.5319807884260987,0.6009051450099979
empath_social_media,-1.2243476091499956,0.2425461252532526,0.4118710216914402,0.6883457462384479,-0.20915853658701755,0.8365506538047431
empath_exercise,0.8804162297078161,0.39461898147424423,0.6652125977216896,0.5196183856279991,1.0503953290839698,0.3067138076757935
empath_night,-0.8355061733488482,0.4185243061839867,,,1.1950577715599005,0.24676883692157384
empath_kill,0.7811413976754709,0.4487114315605254,0.7712181486766003,0.4568246028816051,-0.14999689724881507,0.8823479153957727
empath_blue_collar_job,0.5135303570860992,0.6161964177621728,1.0011133299134376,0.3382857831445807,-0.25018925389122365,0.8051262774648918
empath_art,-0.6717683126285706,0.5134928037615241,-0.28253605634203033,0.7827780548756547,0.285757648835792,0.778155871316428
empath_ridicule,-0.06365159409224846,0.9502159743272157,,,,
empath_play,0.42063354446817186,0.6808929028483139,0.7026615841232078,0.4968677176791405,0.6161559129152883,0.545103535578954
empath_computer,0.6820371800071635,0.5071859423372469,0.7590444431033612,0.463781078471282,1.1571088990900038,0.26156871312129465
empath_college,-0.0778812529625544,0.939108479513709,-1.892881496369716,0.08496748097633017,0.745012004276605,0.4653810382478544
empath_optimism,-0.28460293961924016,0.780431461823058,1.0557729669184992,0.31370857868750723,0.6950897864979104,0.4954127796572466
empath_stealing,-0.018864253860581996,0.9852358544729037,-0.6038296964011712,0.5582038020055493,-1.6248029525956083,0.12067784987296096
empath_real_estate,0.7172936864844723,0.4858824276222641,-0.35639377542030987,0.7282874871077196,-0.09718340414330848,0.9235985893856385
empath_home,-2.522462745899144,0.02548521242220767,-2.15720207642242,0.05396646895469954,2.2177092434248205,0.0389626565878909
empath_divine,0.6404209614911893,0.5330251967988934,0.7634199677083182,0.4612730282265062,-0.6651468245814873,0.5139502835453237
empath_sexual,0.14242151862997338,0.8889307246824011,0.4039035603669314,0.6940249275302172,3.364488287044457,0.0032555739046924333
empath_fear,0.3004266609333482,0.7686022218353388,,,-1.8039286258427707,0.08712168648558202
empath_irritability,0.5887840577551898,0.5660967046530827,0.5310850045437945,0.6059170329263486,1.0039501469711178,0.32801805896964964
empath_superhero,0.40249533401279347,0.6938596419901478,0.7318255697193434,0.47957657787943886,0.7083618364035629,0.4873210112369599
empath_business,-0.7961620740083344,0.44023508973113634,-0.5180355992016314,0.6146929149783655,-0.47412881270661117,0.6408112371498937
empath_driving,-0.6774073226510439,0.5100238298065447,-1.6478522027728728,0.1276219102446934,-0.09808614607562431,0.9228912733168466
empath_pet,0.6005126337373359,0.5584890005070237,,,,
empath_childish,0.09175933796726735,0.9282881551947406,0.7836069152826408,0.449814294227475,0.2159960905553439,0.8312927658143321
empath_cooking,0.8326310812594743,0.4200866209377191,0.9420584236299332,0.3663923513370321,0.2279943612188754,0.8220862714430623
empath_exasperation,0.5887840577551898,0.5660967046530827,0.5310850045437943,0.6059170329263488,,
empath_religion,-1.8806605287414726,0.08260696226964258,0.8814445913403597,0.39692870410612524,-1.3369665915531082,0.1970220325154962
empath_hipster,-0.4184132296260271,0.6824746217466314,-3.809539388846008,0.002895070655966913,-0.7054309319491006,0.4891012819031444
empath_internet,0.2826811678620009,0.7818720577491519,0.04148799391964311,0.9676503384975186,-1.0797775319538894,0.29375803013735585
empath_surprise,-1.6305004903715061,0.1269733801533791,-1.7773437164304737,0.10313564061368388,-0.8965853470844979,0.38116012165970525
